-1665532534|big|745591270|1711852258|767318365|246.84|-1569993272|pretty|night|water|usually|me|war|find|certain|ago|sometimes|window|tax|movie|
2117679532|learn|-853305942|220416873|299936800|630.58|1175648991|purpose|learn|goal|contain|year|word|travel|home|threat|job|result|card|easy|
998936413|line|637409268|-1536273961|-1385256686|312.38|379972117|appear|trip|cover|ball|debate|employee|shoulder|away|machine|already|current|government|radio|
-1136887824|arm|-947072014|-442150883|7551189|251.76|-586461182|base|community|adult|her|lay|class|follow|maintain|have|about|fine|form|word|
625141472|control|570641369|-774862165|-913613936|382.48|207191327|record|pay|girl|glass|alone|study|mission|approach|general|contain|him|deep|assume|
-2073030683|lay|-1818375816|-1966173658|1476797305|92.07|500576287|night|magazine|state|study|field|when|girl|bad|main|always|whom|factor|over|
-146080396|pattern|-368641545|110749876|1905279931|176.14|-741025323|American|a|government|space|fight|play|draw|despite|traditional|director|about|there|interesting|
-1654857659|loss|-1444669597|147609828|-1858808420|210.31|479233538|poor|wrong|nor|big|lot|bad|seek|exactly|hit|east|themselves|probably|national|
-2089707151|all|92972147|-126728498|1537632919|27.15|1271370113|year|agree|center|really|expect|us|product|ask|affect|push|protect|institution|bag|
1816849157|increase|1772012841|127463341|2014074525|594.66|-556819236|shake|born|successful|store|believe|middle|enjoy|last|because|ask|draw|show|sound|
-232003826|authority|-778115194|-994158316|-397514343|283.57|-2147408677|agreement|guy|study|play|establish|never|suffer|high|data|single|guy|voice|collection|
-2082517826|indeed|579822288|1804017529|-1202557534|293.25|-460909454|professor|particular|amount|various|seek|resource|goal|have|actually|high|hundred|line|day|
2133164209|mean|2090532622|1686650616|-88043517|850.22|1892715161|weight|matter|office|law|value|yes|open|key|already|simple|occur|same|why|
-1998265154|make|-1707149107|-1857369684|1507526666|378.85|-446364986|study|anything|suggest|race|network|event|name|government|but|give|miss|issue|lawyer|
-1864631343|generation|-1934271518|-199231969|-475284834|838.03|-393139629|fire|experience|wall|us|career|challenge|few|never|soon|third|trip|president|everybody|
141735179|red|-358422649|43129957|1483474845|59.15|1116413046|effect|theory|sure|culture|apply|determine|organization|southern|first|son|when|stage|hundred|
-916644993|could|874249490|-1615811672|299427601|676.07|750692044|theory|safe|line|late|become|customer|capital|case|phone|issue|check|leave|teach|
1572752761|fear|1059146726|-779991543|464831187|931.00|1911302019|security|room|day|item|fact|style|drug|behind|compare|rock|either|fund|write|
1353316083|or|698735718|-711422879|-396646478|114.40|843453423|enter|sport|property|fire|wind|call|simple|perhaps|people|wait|arrive|choice|throughout|
1252700471|baby|-179079116|-1444429992|-1503136988|229.19|-1773552527|sister|section|right|audience|real|during|series|likely|pretty|development|such|somebody|yeah|
1370488780|situation|2075806901|-842781746|790700932|617.55|-1345734872|candidate|task|skin|who|model|religious|raise|structure|attention|break|line|special|mention|
928639053|least|571515021|738862859|-627447903|717.19|-1661853293|week|expert|natural|money|ahead|much|husband|newspaper|environment|grow|director|environmental|teach|
-1008195469|return|2143956658|-1351465306|-1466784978|268.54|136584083|when|born|score|window|business|kind|general|draw|reach|dog|better|key|area|
1078753201|bar|-350458491|-2087508660|-620307210|641.85|-642182510|prepare|single|myself|late|suffer|whole|near|executive|stop|thus|us|similar|possible|
892203786|either|702314531|1349191791|-662788579|676.17|-1467139802|prepare|prepare|but|back|visit|mission|design|however|hair|do|vote|call|other|
-1596376934|field|1982683578|-1410473993|-1489996623|405.21|1345056005|former|head|assume|interview|concern|class|activity|economy|message|live|remain|former|today|
-449191783|natural|1702406411|345173751|89486014|5.18|-1338989184|specific|top|practice|school|explain|public|mouth|training|court|scientist|clear|now|soon|
-795124034|fly|995575368|-1626472302|-1019426123|761.01|936888944|network|bill|focus|find|wait|hit|degree|involve|rather|enough|heart|foreign|check|
1728527247|appear|1724176582|77133174|-951778371|314.17|1919707224|benefit|although|nature|prevent|word|have|sport|skill|best|soon|eye|available|serious|
-1182911242|Democrat|-495318487|279676173|-949431454|961.93|-440963532|most|fact|local|news|other|type|enough|win|work|mention|finally|true|sure|
1301751664|person|-1159900766|472708347|-1439921722|900.10|1044870713|others|candidate|store|radio|perform|easy|before|represent|or|enough|create|may|candidate|
2115184006|rule|-401306148|-312798190|-400067769|81.44|456357659|move|none|toward|effect|manage|six|identify|individual|huge|charge|mention|fall|so|
1114201202|suggest|1384788581|-1491915632|-728402926|892.57|984527003|company|probably|professional|material|fine|Republican|result|yet|car|like|and|store|quickly|
334679174|read|543413656|877885473|-2087044498|559.53|2120475605|know|grow|happy|boy|really|especially|tell|position|practice|some|before|score|safe|
1597136993|actually|199037137|-1069672387|1499320134|972.28|-1188465094|Democrat|smile|such|heart|article|day|fire|democratic|walk|international|account|reflect|trade|
1959199618|research|1222974349|-1369771220|397503629|304.91|-1718128739|ground|box|PM|line|yeah|admit|final|group|dream|foreign|until|people|consider|
-1035669494|either|1767021016|2016777466|-581532904|123.26|-755853942|tonight|despite|real|half|wish|understand|stay|threat|rule|value|more|build|person|
415943707|over|260998969|-1090914335|-873901052|217.97|1105409570|note|artist|compare|choose|during|letter|serve|expert|behavior|always|friend|leave|would|
