295037365|take|2020-09-15|2024-07-14|1603432421|-2142497303|imagine|920118089|personal|instead|1988261601|-1986561092|-1719828569|-561719412|miss|
-2144292507|former|2023-08-26|2024-06-20|421341005|1908173633|case|-341067087|yet|amount|791813999|601277236|-640026325|459678115|task|
1393781346|issue|2023-10-30|2020-06-23|355226501|1486732864|cell|1183948776|him|property|-1980804807|1551718163|-669789222|-2032253388|five|
-1939648956|seem|2024-01-08|2021-02-01|800985000|-424030342|run|1236114443|rise|condition|-242121023|145066572|-299454539|550066522|relate|
1017326146|detail|2022-08-02|2021-01-10|-887299297|-1455310570|send|94853612|seem|administration|-1955060079|-1186494373|-1916131062|-69801923|least|
1799640356|time|2025-03-25|2022-07-28|158339820|-2068054951|power|-2115399639|nature|agree|-1643561657|918525997|-242679374|2124138186|oil|
-936846585|detail|2024-04-03|2020-05-26|2079460826|1041960697|agency|-854906353|human|team|-271825452|7370738|1529651821|743901616|federal|
1845235436|financial|2021-05-05|2021-01-20|2017150150|-795560682|listen|-2119548439|least|soon|-1642891204|-298180185|-1971088680|1014775379|its|
1201625092|black|2024-01-04|2022-06-22|266723240|91138824|check|-196556314|door|study|-1095081384|-940967191|-929657516|2106235231|appear|
-145611955|pressure|2021-08-19|2023-03-31|-2128519435|691321285|director|-1777748573|idea|address|-1800882587|-1822343029|1841586181|-687408201|state|
206726039|trouble|2021-06-13|2020-02-13|-1780217156|-1159066573|important|-769227861|free|business|430916379|1435624750|-13778043|-1447031164|name|
1976836161|know|2022-05-15|2021-03-17|1151891847|849337941|model|-992846865|report|test|1183190075|-1041346796|775187907|1145267128|past|
1984815328|page|2023-11-21|2022-12-16|1879262720|288018945|defense|-666609677|lead|find|-1031162385|1724408483|-1316393301|475787540|live|
-1679008295|remember|2023-08-20|2020-07-01|-1850403292|-1814549987|two|1854257497|enough|national|1685218164|-161943546|1400088211|-1740367516|attorney|
792644751|front|2021-12-06|2021-06-15|-267635982|-2142637070|participant|-877625010|age|office|798793736|-1557492591|1879718157|-1153410656|present|
192499518|may|2022-07-04|2024-12-27|-1736172264|1127679531|message|262783758|open|oil|1582975699|-32888402|-2043754981|940029978|decide|
431872693|most|2022-07-15|2021-03-27|447651240|745533341|knowledge|-1678912070|cold|area|1904223804|82096939|800081049|-112273127|senior|
-1280803560|party|2022-07-29|2021-11-18|182544618|1525700633|name|423657882|three|decision|1586451075|-1075411392|993472386|-254080424|single|
-2015406144|place|2021-10-13|2023-12-24|-162460154|-559673139|answer|-1481975186|site|risk|-1102906620|-266450935|1174889843|-1295653310|occur|
622657498|put|2024-04-13|2023-10-04|900093965|1287701337|day|340366812|wide|last|-907213205|-1034928901|-305969372|581166513|heavy|
-980652574|guy|2023-01-21|2022-03-07|1106124543|116979819|write|-1672588329|east|his|-1487084143|107791370|27923977|229533475|always|
-1274792272|specific|2022-03-04|2022-06-15|1075128910|-1396080987|just|1257659576|television|upon|2117274241|-251219593|155248391|-2136634492|else|
2134725629|five|2020-10-01|2023-08-24|-858102878|-1336172654|fast|-1820976363|now|black|-105961538|1039652273|-64574261|-1936921214|probably|
1938456569|tell|2024-06-28|2023-06-12|-744934791|-1562002802|plan|1354812909|rise|trouble|189745518|167799645|-432299279|1767395016|throughout|
1132297926|short|2022-08-13|2022-05-12|-1291948554|814577772|evidence|1931407542|Democrat|down|2054721315|-1758471245|292502131|589770473|history|
-1007082114|cause|2020-02-19|2023-06-04|747764797|62103868|upon|-1048376573|have|five|-542118963|-2118923038|-1636533602|418800349|account|
-519540644|dog|2022-02-01|2024-01-23|228415446|850464044|join|-1108070516|deep|here|-842684699|-1912656800|-1529801252|-319368332|leave|
-2137327403|simple|2023-12-03|2023-10-07|-1751281206|1463804968|billion|1184585540|push|resource|341922887|165141464|397065493|-1554344320|anyone|
213313602|her|2024-07-30|2021-02-23|-1720591063|2081986728|happen|-406446958|figure|responsibility|-247591849|-1114641921|-2135756749|-805546892|weight|
-1327370778|watch|2022-11-04|2025-01-23|2024677250|-2066136361|include|672111051|laugh|usually|499316249|1478971332|-1159206066|-1945260203|inside|
-710408084|job|2023-08-19|2023-10-11|119608233|-901039762|wide|852916276|leg|friend|2006320469|-2140896150|1312930643|-1807557948|town|
1530401820|despite|2020-09-02|2022-11-21|2012626516|893554345|top|567597250|PM|cell|326665872|-1722242069|479297820|-278652705|by|
