487144034|1568428963|-834762989|1620687161|375681140|-920786989|-1806191625|1964687617|1342113211|633791763|1797485042|760429858|-1564377403|-1314468744|220521803|-2104677302|1064133739|-409558036|195.34|334.18|669.11|730.62|602.94|399.27|589.07|485.28|153.03|camera|
1599986827|843240040|2104460913|-1518974447|-972028761|1713955582|-527433929|-1150478619|-1222847160|469198100|-263675679|-1990436290|263763874|-1144810147|1807158959|-1604250217|425912129|757800109|336.86|90.81|101.05|335.68|265.46|630.54|548.04|105.54|472.59|truth|
-2046395962|-1332838078|857433512|1183795577|1156163758|1724244444|-1249304139|1245927258|1840376669|909996385|-1413923487|-2078206668|271209336|-680405306|1180522365|1527005608|-511784274|1739410043|139.04|56.25|885.05|887.09|437.67|544.05|990.63|733.78|380.58|far|
-1863396460|647758615|-282056268|-1915384641|-1932290878|-1296055392|787652883|-449536201|1916433222|2101765826|-1961774677|19338711|585319855|681213516|732846192|-2014931392|-1403703788|1712569951|286.98|838.00|943.24|803.74|633.16|774.90|692.12|690.99|752.99|again|
950814412|1687447822|1159937419|404215000|-122396426|-471199568|1619612785|-1849223338|2136180182|236054376|195225842|1179389714|1468744236|136951873|1863074590|-1204026192|-2095842347|-1013930874|609.76|618.71|669.03|12.76|567.54|873.65|368.05|113.18|582.89|yourself|
-2120737254|-538147448|1077852093|690270010|1442373083|-459847552|1763180441|-184264310|1556642490|451126381|-1933015043|-1143015603|1031118359|1768568961|-1947948529|1480522730|-173652055|1650332164|530.98|735.32|672.20|256.08|471.08|912.55|267.78|706.57|845.43|despite|
-457699714|847053063|-2000078128|-1100469617|1796018690|1948773306|-1953766571|-1533498795|-171379217|-907988391|1703799661|2097423780|824504919|-347639706|-1069754773|-876345637|863682510|-864926762|75.44|512.84|802.71|199.77|749.21|516.09|873.29|406.85|176.13|defense|
-29423988|-729002245|1527012321|-1827095478|537963046|-1567612212|920501272|1872833827|689008255|115327381|1836828358|-2016774133|1279071379|1154194497|1624555801|-1631155230|24695465|1773273427|116.17|352.94|278.60|57.10|414.57|388.68|570.71|147.33|262.81|look|
-1397506745|2120487491|-1138587737|-435318969|-1195766083|804571147|-1244087494|509245230|330194746|354771537|726284222|1227568013|-2021244436|-383067533|1256972628|756869814|-1257748792|1206586098|481.15|800.70|18.46|81.01|228.22|278.35|548.01|531.06|886.67|staff|
204803761|1508229199|1023029273|317832487|722804066|724980474|-1106108178|1701807807|-2087900583|-41269715|-879856773|1569696886|-695008185|-1205295796|1397834764|2117493267|-630134553|-1897928466|965.68|685.95|724.05|715.66|629.09|103.56|329.12|408.17|849.16|laugh|
1891049562|906761905|-1274034961|294712076|-405166501|-1661871742|427051908|793464858|-563715038|1387152127|-720649612|-1683083841|-838236259|-864298845|-1095185131|205593448|-2138641576|1310229702|943.28|259.76|362.58|525.42|388.02|596.77|301.05|411.75|57.38|light|
-1463064766|695226133|-14063231|126219787|-833931513|581792738|-1985733127|-1073201353|-2107181430|-145257387|1671771027|-1868338196|773335324|1733071178|-1491298230|1990958615|1838478944|-1359514188|172.84|630.79|52.44|304.41|896.99|173.80|755.79|402.57|134.33|admit|
1581491000|-2137267327|-683159372|-2006973348|925858476|-150952449|766210662|285543650|-741536503|1802930501|1878210203|-2144283254|612088736|905922830|-1574572601|-309619831|131243840|-88544699|325.42|68.55|467.74|618.20|886.50|901.54|447.66|79.12|968.95|system|
-1971311230|2103302887|719679657|-1226602508|-2134933749|-884674898|1639937958|-1955642739|478652376|-1256096749|-1190854715|172681490|2103089646|813285052|458008025|-552324108|1674918591|2080433037|267.55|124.72|999.64|679.92|340.49|137.15|67.13|459.75|611.01|throw|
1256259583|1903556249|1565537086|486377849|1626821296|317188168|-1208834159|-2038570560|-1371210855|-1252114263|-74900574|-585107425|-1619600584|1500802245|-1535863267|-1702756920|-589590486|-1324984884|19.33|917.42|94.19|824.04|760.25|926.27|829.29|830.14|889.26|night|
2045637317|-2020528035|709363868|-371964977|1350831596|-1712210811|1226850070|-513247042|-1270896402|-1778886085|233944816|550612797|1678623233|-1442114586|-728441805|348542087|894130654|456985699|423.01|93.80|117.72|233.11|673.95|595.85|152.05|889.56|156.35|project|
-870691782|-1159565948|-416510236|-1039979036|354130747|-1988951081|-964339708|19093827|-506584431|-1354282146|1802074791|-1272502874|-477144902|1173390750|1247987262|1493675920|1900256617|-2135573918|336.73|149.58|4.74|252.95|41.11|98.91|200.14|617.34|594.56|nation|
-1449319114|-1539631719|-1181863148|-462539184|322597197|-2052998443|1028778656|2041589120|410662722|-1904457564|177201424|-1601293076|-1971635538|1132173631|-1433500631|-1528306002|670753621|345807144|253.63|195.06|508.17|999.95|884.16|149.65|477.10|664.32|321.91|soon|
-794209579|-79712855|-1159578591|-686813443|1252635870|56249054|162593497|-354333108|147651831|316061116|-1542062593|2069678137|-62823758|779411852|-527514046|-221228047|-202155246|864298215|530.12|400.79|587.72|434.61|291.92|773.13|35.71|148.78|837.37|analysis|
169074959|-825083425|1504082060|-1580853725|705414109|1169111415|1804857926|-1030585768|-1538815192|-473686137|-66775749|-1479197140|78979015|1524510266|-2089693156|-599985487|2003028009|541010852|239.93|927.30|736.07|512.71|186.62|1.56|820.91|361.20|312.45|training|
97173075|222779098|-1399738080|-1518574321|1601261306|1576998591|-123996215|-1334669559|248865633|1812445849|-1509799330|520237339|1045506435|-373782903|-1267726508|-652012049|1490266598|-933858710|127.22|127.96|509.34|24.68|881.07|706.44|821.42|900.24|297.24|challenge|
1515879150|466992631|1889387885|-1373711356|815610149|-1012057921|1010991107|421974510|-1558015971|398767060|-1614025907|1665751989|1534667716|1010883342|79059125|387429726|979428379|1444301850|373.65|559.26|442.08|168.01|908.24|526.43|970.00|715.04|331.74|draw|
188829185|-381786042|1623602677|214158394|17803209|-1965168059|-878916918|-1283464740|-1118754689|-198245575|1765481379|1756486091|1024039144|1224337573|505871746|-1189000059|-700663873|-498237852|31.02|138.36|632.44|872.03|889.17|343.26|706.99|437.02|63.51|catch|
1355465453|277079440|-574867343|-973890119|-729089371|-1179069442|294519798|494717255|1193922376|1547556013|1543803534|718021174|-579671422|130780107|1415248742|1064419712|-620795292|1763104028|955.95|502.61|561.73|15.90|282.58|191.77|335.93|885.85|545.19|particular|
-521259349|-1955645212|508063862|-71642306|-1296254459|1641275447|-1742710385|897337768|-567361009|-627956422|-1655149339|1707519815|-1561100469|-1859408152|-1147638632|738662973|-1232303323|1684203093|405.14|764.30|912.63|508.74|119.71|321.18|896.18|651.62|59.48|PM|
-1439234303|577946395|-1354376872|-2052764190|-177267355|1311571497|248347298|2014439323|1706896087|-1478276461|1806889941|1754196974|1946557470|540297163|345741949|1364996758|-870809041|734879906|709.28|878.88|61.35|22.28|292.26|817.38|793.55|405.46|301.43|stage|
-686128341|751255764|-198788541|-918145494|1154392755|1460160934|-1438848958|777249709|211457397|1761541108|780508777|-110330543|-371467958|812277997|-567495033|-1199924921|2067651079|72885565|799.57|399.24|246.17|814.37|762.32|685.47|882.50|940.69|528.88|paper|
-146258942|1443171692|-1626397173|1947908239|80691504|-746467115|1382461737|-921865943|-529715895|1437081873|1153155501|-1960998262|439632227|-1941675229|1775645644|1239600171|1191880182|-1285250011|717.78|96.84|49.39|257.25|175.38|442.86|397.92|926.24|739.86|too|
826481916|285237927|1676741113|615885539|578511103|743272014|578426137|-492082133|-1709583058|-1647855453|-83165740|635532676|-543015585|1640311628|-1990446901|-829175318|1835379941|-887520023|425.83|878.19|19.66|461.85|566.09|24.00|819.45|858.47|338.50|voice|
-291669383|1842932492|-1118619494|-1228445840|-61874047|1251740551|778626635|86951834|1780852393|49576643|1245342582|-545829799|-1188742053|-363910004|2040521723|-1574919350|-482579101|1811256535|868.06|341.53|627.91|782.99|656.81|214.93|766.53|91.70|33.50|who|
756237056|1587460470|-915919708|212180604|2001757756|-885333143|1306790237|2071095746|-1731009995|430854782|-446112859|1809813381|1596875316|-395560158|-112222722|295264448|1416551867|-1888909128|578.06|525.12|121.17|473.77|817.22|390.78|840.76|651.07|298.12|voice|
1908113734|-1688599112|-1852157744|212205572|-1623644542|1261560401|-1484860092|-904063814|-2010634095|-1550527783|-1867675345|-960272534|-1226580245|1957196048|838452943|177858435|-1934662163|-994448722|746.90|841.49|489.29|241.84|85.93|441.07|472.01|462.67|320.82|seek|
872426311|337122740|-780168758|-1369284643|-1137377045|-1146504977|1542753405|1801023581|-1232282168|1002927901|1574554514|-167646418|-1254219819|-174738283|1751102675|571926748|1450898971|-1820230764|410.26|651.26|781.36|554.18|612.75|757.15|451.83|418.85|220.97|fish|
1656172928|-1377158705|-1437684991|-1588257669|-641808278|932075431|-1348372717|1804819442|1771620323|-1565310320|1536237155|-612309872|291097711|-867139935|-1727932095|-1891114066|952117566|-1834632334|465.38|759.92|89.09|533.44|268.74|741.45|900.26|405.88|569.29|skill|
-260490296|-1216478094|412289945|1501129593|748433829|19640769|905598927|-86131366|-620855794|-1050270515|-1081004405|-643967202|-340339479|-1237969151|-1941789497|836133089|-512258336|-1489972202|138.88|544.48|98.24|147.30|699.70|921.48|700.93|182.57|422.64|never|
1272027113|-296409443|-1793944352|-127062397|1550615518|-116606451|-1137970110|330270938|1702588273|-1526100898|-39162527|-704940135|-1561457732|-273234973|909570951|-805080190|1199783055|-638215245|743.04|725.64|184.14|859.54|55.46|941.09|894.71|215.92|301.96|address|
-983763989|-182894054|-1688243827|-1553512558|-467731574|-1043811716|1648549329|1695380561|356743357|172490818|1126121118|696766528|-678230383|-932228010|-659646575|1721693553|-1384176941|1823803884|805.54|876.54|888.59|190.03|189.12|764.51|335.51|504.86|481.40|perhaps|
1394453524|-794709522|-1675193343|-1885308706|-1029050809|495079901|-1129720160|-1071510232|650025526|-975939632|1901149032|-1717501789|1293544311|-1520718248|-1892938486|-25812950|-672978439|1979174636|638.24|295.76|892.37|548.13|42.00|835.89|954.25|376.92|667.34|method|
1584726792|17214608|-1383852598|-1094324173|-631570557|-1796245135|-1526276025|691343608|124335879|-1413177110|1540090554|668359174|-764193268|1009906720|-842937470|1562625073|256890429|49235566|121.93|41.86|102.42|571.93|418.56|44.19|477.25|223.92|849.44|exactly|
1614646483|1443455561|-433821710|748753716|1918173874|2094521126|-1230626053|1814615202|-2105891428|1923899085|-740100537|-1561337321|1699923400|-535041281|-1027931890|649211606|-180803217|1897365854|289.94|111.74|12.79|675.60|885.03|259.14|507.86|460.66|34.17|activity|
1892514761|-419301315|-1869914721|-252225029|54323496|1950337182|808798536|-706266871|-1144263438|-1711484696|-1972328879|-989829229|-1444075254|1347664019|-914093275|-1505991534|1144384750|-644083721|129.08|337.38|745.80|807.56|567.21|678.54|336.59|600.49|268.63|share|
-355332406|1871655034|-69349336|2029574639|-622751097|698052128|-428802186|-1114465802|2143544814|-2094081122|716162485|-1458242282|-575038987|-247195895|1783250020|-1135553455|-99134002|1957432165|706.47|655.54|345.89|760.47|599.74|291.74|843.99|466.60|69.49|decide|
283818638|-100587980|-1198203846|-331380046|-1298231606|2092791633|-1115711583|-232596674|943750280|-2141392510|-1748351848|-890890547|-736521875|1409639030|-986802399|602736377|3740554|1303159862|284.07|200.37|211.49|405.77|304.67|214.37|172.43|608.96|505.25|individual|
-684232136|113076186|361873499|-2118751632|-292084454|-26726349|-48763472|417823096|600855769|-981843829|-313587625|-877537759|1986933850|2064118302|-837612686|-1131194839|-2043081786|1613803525|766.81|197.66|764.83|754.48|198.24|145.15|255.07|586.59|348.56|better|
1003958828|2103696622|1575162507|118104744|-906149980|-118419848|-583441390|1952779537|316021590|-933742030|196892248|2059843914|1944136889|506632430|1609629085|-2075241386|492732901|-332964233|589.26|660.47|676.09|26.66|87.69|531.11|760.26|341.29|678.31|phone|
-1980179346|-1204820716|392463172|-1117369751|1588793523|1371601389|95873811|779837065|1541009078|-1455464920|1380005907|493151338|-480248768|-587150328|-1916757371|-28138457|388884215|1154445910|644.18|609.88|865.71|504.04|998.67|440.64|549.63|868.05|265.50|service|
1540365661|-1508572062|-1091746632|-1700725484|-181839711|-1650383820|-668333294|1559881203|1298582095|-991033332|182523685|653671289|-1961791726|573795928|605778914|-1431310832|1002229520|-622891501|74.44|30.34|953.99|43.09|716.95|783.81|883.91|1.29|490.13|worry|
-1445215376|1004375606|-402865836|-2084387662|1900055300|1138928487|226436634|-1624680404|-615381781|1642915025|-381476675|1652879029|-1471018836|-713460960|-1213176857|-988441781|-112249976|-1903010058|97.50|195.75|789.81|298.48|594.79|180.86|775.27|905.81|858.22|interest|
1811713650|-334436833|-736016595|-924398061|217393092|1387820272|-1397959309|713404786|-1876486502|-1334349522|1237982502|1404746365|132439226|1033232046|-1640744048|-637183008|-1292890069|-1848840939|977.38|951.86|482.46|914.37|917.23|513.59|59.66|162.71|975.35|floor|
-404837181|-134729749|-1536689995|-784734220|1753298359|1151165196|-285035192|-175028485|-404493917|-834399681|1347861810|1939908669|156686366|-1149466326|-653974812|-912917788|619167761|324629520|171.23|110.46|126.60|35.97|665.54|831.72|988.48|984.69|255.07|half|
2137522429|-917650657|2005481782|1653596689|-2044151734|1374659033|1712839386|886498071|1963963883|-246612558|2033707439|796152598|2034759671|-689961933|-1799810856|900452078|1654556928|-1078923389|194.86|410.93|808.41|877.63|494.83|387.73|79.71|742.71|391.98|medical|
-1424267573|-248401708|-448481425|1727210550|-535830892|-570268686|771967686|-854447064|-882053805|-1031978859|-887161083|-1840007409|-883002592|1610571536|-1831027088|1950924187|-1347886532|528888605|269.58|940.10|828.42|465.18|994.85|773.78|919.27|786.11|91.19|bed|
689340304|547666157|-1896228754|2085274078|1195802093|-599434025|732839683|-1084292906|370189340|-1115170959|-1465146851|769671186|-1189042875|-919444464|433203515|-2022277236|1905026829|-1210026400|695.10|269.50|800.49|644.63|58.84|957.38|861.64|306.84|366.72|special|
928683220|1867402257|1861534470|793538646|-1338333240|-578255139|1938952455|71868249|1942873054|1679999769|-2123064213|1524190383|-733056494|-776996896|813540917|-697692620|-1465215079|1107072373|990.57|436.55|445.82|574.37|664.32|19.62|378.27|828.55|387.00|where|
1628449382|1483499208|1176421690|975581430|-25763781|-1829733698|1785047975|2056185671|-2088258557|-1269485706|1429655350|288307490|482187473|-880900638|853901090|-950726488|1601360431|-1782838672|120.44|772.70|305.34|112.25|590.92|665.42|658.62|696.89|772.79|standard|
2034022989|1346442331|-1587977369|-1202122378|-458222241|190949817|-1539080830|-1886226694|-1536828654|541352697|1014445291|-630022193|-1503886501|1058137687|-103521878|-499856081|-1124576553|-260390946|560.09|111.74|628.12|136.81|568.87|510.01|321.34|429.29|121.02|follow|
1504734652|-1630526999|1608981553|336011087|-1941990621|23304544|-820064179|-412658290|709141673|-826852217|1930815438|1534819467|-2011617745|1839710047|770978018|-1810697156|-1036290184|1207049279|634.51|659.68|853.13|312.90|898.03|738.24|510.04|921.16|603.65|specific|
1917838022|2076046053|-1389685658|-293668572|2089970648|633974069|758563328|1055395639|-1929077537|-389702620|-1762037822|1622517394|196609057|-1030346750|159806721|443309093|-710251030|-56343598|818.83|388.52|701.14|592.44|725.86|942.56|247.46|37.46|392.63|risk|
361437648|-1174267194|1168328671|54659731|871765132|-1860884793|-957999086|716141309|-2045048420|-926539460|652490325|1994447311|1616267402|1253703148|-1384812977|-545276847|-395020419|-65001864|809.61|947.72|595.43|139.84|803.89|137.29|575.61|583.55|492.80|view|
-1461928307|-1502742119|-889703059|-114052989|269913227|1902555181|-181798921|-1479962475|-1520568554|2002121633|890963985|-1258306643|1762889291|1930267821|-1063465031|-235812348|277034984|-185232895|99.78|119.56|992.24|623.95|733.34|497.23|177.20|946.69|724.78|record|
1196671846|-1666150297|-1227071474|1342069659|-1831882509|-2016087026|1942054541|793734048|1121627770|174174312|-1707564261|563869117|1218262694|832593861|-2014440433|1645808152|-540861221|1037296574|366.55|728.58|253.58|180.22|576.76|248.18|490.52|218.98|737.45|step|
-1456795105|1467960504|-193336384|-880655|-548526431|1812037068|-1752050573|2062017535|-1533093847|404870948|554664558|-552048784|-1820239617|-1451495092|1753626323|151251036|1169292546|1450902237|795.24|571.85|41.03|231.44|309.46|548.12|279.17|161.57|284.83|purpose|
