-1980560024|-1962814393|-2076416962|2026321555|198297948|-889724917|-1078621996|-1963665535|374269109|-841680673|1479556334|858.52|674.47|327.86|135.58|749.68|905.03|758.73|265.83|681.05|5.36|258.34|962.46|develop|
458896983|1261020112|2105413086|331373733|514830238|-1600964701|1541882605|-2107537828|980733839|-1511104126|1921314908|377.58|946.72|301.99|599.66|106.62|987.01|916.41|593.67|12.46|261.34|215.01|955.50|day|
895839083|-1224784216|1470341617|1156480482|-920607131|735956351|744102391|275998723|1156536525|-1811472797|1797348508|59.52|986.78|819.27|315.96|155.44|294.28|702.66|364.31|9.59|487.91|991.55|72.16|note|
785257630|-1925893419|1192537976|-650167898|1744339051|840338066|-1715117941|1772139133|264311216|-40069066|263427779|158.89|713.81|952.99|211.55|111.27|123.04|688.13|889.34|563.22|560.93|167.73|803.62|to|
-891247465|2146732883|-1886917314|448003907|-1210232229|1136391508|286567895|-562601728|-1408587938|102410005|-1074540780|609.31|992.36|292.34|993.08|950.94|492.34|717.89|145.66|720.73|167.92|217.16|443.81|machine|
-261380558|-296562884|1436895888|1250184468|-1199274784|876136563|1402835819|345323101|1407972918|-737288107|-577817533|233.71|562.68|262.56|60.83|676.93|155.73|534.39|729.81|163.11|109.42|51.52|709.72|hour|
552712733|-481913390|1832198056|-193778229|1846989748|773968173|-528349465|-265984461|-216333112|1017492969|-2059343461|981.00|166.00|227.14|372.71|270.87|484.95|797.61|737.42|109.21|532.85|351.14|861.02|meeting|
649077817|2071801313|-1603401434|-1434433911|-1348280461|-1145897566|-911190875|406326300|770812894|-1857760016|1164790557|111.63|66.34|342.62|625.03|744.19|475.36|541.68|849.59|212.81|479.70|407.97|711.99|including|
1553998747|-1289697433|607306960|1655576626|-123505895|1894449619|-1634334635|-1179567877|-633836747|1644791172|553315269|416.79|947.88|180.27|88.91|277.28|283.64|922.95|642.99|377.18|333.20|912.57|615.29|standard|
-1174769114|1370933405|-1575332270|233052145|598904847|-1736717491|980986737|-652643724|-1201815589|-621931140|1905039488|424.61|591.86|929.72|916.23|275.35|153.03|363.29|458.32|462.80|153.55|176.07|363.09|station|
-545519083|776871525|1050223765|-142990927|-1443516646|-172990828|417142446|473981499|1000564507|-1483870864|-663885140|276.32|890.06|218.54|135.00|577.05|683.01|958.38|952.80|914.23|362.90|986.89|920.59|reality|
-715431831|49885214|-421838552|1156827408|2029152449|859775332|-914390677|1173904517|1200003148|1821128031|1303053423|243.74|392.71|492.54|360.33|533.23|592.67|87.65|76.45|951.61|29.01|674.29|511.45|strong|
-1740114887|-1777039711|-1386924031|1898024660|1695480059|-1118059695|-236009893|444273242|-2080263856|544945143|-394585835|350.66|930.28|455.45|140.10|682.77|821.36|415.97|770.17|341.41|423.32|732.57|145.93|performance|
-1386847370|159592023|-1290299889|-260171153|-472065987|-1420444578|1801603865|1126266358|-1016876490|-1984941924|-1621360107|762.57|13.68|640.42|72.38|725.46|293.42|451.68|902.87|123.57|234.15|887.29|255.03|child|
1899388585|-245650308|1183854246|-612859519|-2088700463|-1273387291|-1495991465|77460131|-358697101|-404468974|1680025818|792.17|746.97|872.01|347.74|83.08|390.63|320.47|703.65|764.64|335.81|569.83|850.36|two|
470548882|-1969315534|1305111338|447810542|362740628|1173264620|-815122608|896036681|-891438182|1901977012|-1459476629|860.94|327.68|208.38|409.82|454.55|24.07|139.27|129.74|621.33|592.52|971.00|137.12|top|
-1169386646|-771026571|-1472216463|-1157086668|312854554|1845660248|-2058454365|-1477440986|-1995014860|-520537113|-620485252|740.44|558.01|199.88|763.04|153.41|299.99|514.29|860.06|6.64|973.34|627.00|169.30|action|
-1376616176|-2010427192|-1607822613|-965699758|1782295973|431412543|-891479185|1251132322|1485027627|-1156905610|-158303204|121.46|91.38|89.30|900.31|564.38|52.38|725.88|719.56|199.61|56.66|160.76|592.42|PM|
1662294084|-1564560376|-507555984|1351820336|1909333324|-1962149066|1653911954|-2032989574|1250725387|805048811|-768423324|510.53|177.19|577.80|855.28|924.00|703.88|851.76|291.63|13.34|76.17|554.35|904.69|appear|
-929296326|93093875|1650007268|-636840169|-1456014743|-1684679862|820144419|637398383|-682955829|-1763896866|1374041821|189.92|40.58|846.54|245.02|362.45|155.51|579.43|365.61|740.16|379.70|735.56|74.94|check|
2033617820|1920271140|661402660|1314585627|1447059990|1162121399|798429577|1816152639|-1461428525|-1011878113|1873840472|73.62|102.16|497.69|769.64|286.70|137.31|193.69|298.29|769.07|986.19|826.10|353.66|deal|
-501855425|1266033514|1092527475|-355773685|-1716867262|1069769322|792330762|-2091800005|-247911461|1351474859|695530616|168.95|25.71|837.88|236.86|324.97|582.04|646.17|847.98|777.91|801.60|899.38|624.08|show|
11074278|1475426363|-1886518145|-46000523|-373047757|-2075429829|-1224603310|1884644773|-1223814528|1652307408|901296556|421.48|828.89|354.16|993.42|356.34|203.31|319.38|386.42|603.28|454.14|573.62|210.52|treat|
-1792227606|-2125226035|-785362088|-1898525966|375606607|-2074359219|-875309144|1587463554|597723617|-478865650|589744313|747.32|30.65|124.46|284.77|139.56|759.38|38.48|324.44|484.94|805.47|971.45|38.23|himself|
164686792|-2054013658|-1594296255|-338633798|1118468904|1933859932|-2007261513|1382555580|-2070947622|1781232095|-1198106831|367.13|956.77|90.11|946.09|6.06|282.99|778.37|844.55|509.35|624.32|790.12|311.63|federal|
-1968457674|-402742441|-1987926987|706452444|-673733294|1574110236|-2116070780|1116382267|-162483332|-2022142243|-1352105678|472.05|977.02|565.75|381.76|598.30|155.82|953.64|805.48|253.28|845.84|646.00|886.89|wonder|
-1005311966|1306428107|2020297716|-1939863722|-644560034|-2090571974|-1143787446|-1391961554|1571335033|1802467133|-1303948649|544.39|448.43|321.10|957.79|93.31|575.55|434.23|593.16|205.74|730.55|811.93|823.02|coach|
-591447922|418012580|866667500|659548248|1188541400|-30129161|297645485|1489998267|1404989260|-1903617378|-1086482501|429.70|360.55|759.80|195.87|448.10|571.36|560.39|938.24|578.64|359.32|652.34|11.28|with|
-1294387476|1898721492|1323256437|394725512|593290182|1984236212|541106655|1512801770|-2067069703|286502799|608733081|830.11|247.57|347.69|5.78|183.97|311.86|962.24|800.87|768.57|779.82|92.73|882.44|article|
-150991074|-1261529478|-118464808|1724902093|-72241143|-2093374426|-735008615|325986649|332880739|-654506274|715942294|851.75|874.14|603.10|187.22|727.89|393.21|818.57|430.75|827.36|19.47|188.18|266.16|land|
1531130688|-1243674907|2113103489|1640678837|1481750821|1719807406|1876760818|-1583794145|-948239292|303769001|-1913631302|676.63|351.46|251.07|911.45|617.26|568.28|889.18|73.21|768.07|406.48|435.11|93.02|leg|
-460444143|-923990604|1750089843|50551410|-2011804475|1535221629|-1090227683|-1154832940|260216813|-1132031121|2058370861|128.27|171.26|139.39|336.71|697.69|824.58|746.03|604.16|705.70|233.94|237.40|998.92|food|
1693883415|-1367592735|-259257947|1187692485|-2076529343|-1713653508|385613185|-2113311584|-1151749592|1762565591|-1553342505|234.76|200.03|919.94|382.46|428.92|70.27|487.30|652.96|554.13|145.18|577.62|752.40|case|
-996742603|-109486035|1960443570|351161169|-175569860|-2000495714|1901557485|394961863|146588122|-1164078910|-1007446679|813.15|245.89|843.92|517.63|48.80|556.56|293.87|916.27|689.32|468.87|584.08|740.33|investment|
202709190|673635099|-639219989|930696417|2039927366|-521022065|834042838|-2105165066|1853430235|1088751702|1273889412|559.65|996.17|787.55|509.81|364.20|438.93|615.48|946.98|896.93|866.36|968.24|15.00|early|
-1732259885|-9632148|-1315573803|-954836522|-680882247|1746730187|1048761900|1640822002|-498673627|-721398125|1258778554|454.67|729.32|752.66|382.80|525.38|219.27|826.56|253.04|716.66|524.65|936.39|377.82|something|
1697516629|-125674622|-1129406176|-1677160037|1585426947|-1296858913|1441710667|1669620848|-40222834|-1754058626|-25087481|631.82|562.44|704.43|584.72|35.04|540.46|354.39|658.10|786.55|931.18|229.48|752.21|level|
564921615|-969621722|-105547820|1565506709|-122714964|1214925098|1968398193|808341930|-1647844047|399903587|-455106232|707.68|155.15|506.15|327.09|788.60|471.10|705.67|658.29|319.76|927.59|609.33|114.92|scientist|
-204577378|2059475406|233734333|-875878086|-279109351|-218583578|-1390174924|989525694|-1180799823|-2078083126|-403601720|589.45|500.52|457.62|23.75|657.80|667.72|530.01|733.91|761.21|517.39|618.51|344.58|have|
2041331469|-1735247720|-674995792|-1713476981|1198513707|-1580422551|-281740373|-2026589059|216061201|-1367820350|1430295173|676.95|850.29|831.00|588.61|629.46|724.33|649.59|220.69|156.55|473.52|284.37|649.66|read|
1190463980|1735989610|-2086498751|-504645143|-2050137249|-1171306997|-349921863|-1656688559|-1863517922|-882457401|1595659931|619.56|747.26|240.06|36.27|218.10|697.42|379.84|890.92|878.04|673.79|619.42|448.51|ten|
221719400|1728434032|762937802|606839361|1678505012|-1872815556|-116922379|-801925537|1499786417|-1957628859|1494654873|938.83|915.74|200.27|912.31|896.18|366.76|271.20|849.38|101.41|638.52|471.02|281.50|water|
-157381971|1349211671|1740988483|297478214|-617356192|-1217741070|-525477069|-1238705651|733528636|1590397492|1509756102|754.13|31.55|819.60|411.00|678.56|68.35|828.73|772.82|106.04|637.46|205.59|364.11|husband|
-2026601844|-1007744856|2098592952|-1909877763|2084915638|-1201755799|1404348594|1130655747|-1133481438|-985648206|808240047|837.81|902.75|920.67|341.91|248.63|550.95|983.51|567.79|632.63|775.73|648.06|606.85|however|
1359373544|-1630383445|-1494473304|-551974889|-1607146448|-258653041|-1653713279|1151672767|-95322246|-1828580670|-2039025493|148.27|350.11|498.88|47.32|66.01|23.35|148.19|72.81|885.94|488.33|446.12|383.82|drive|
-1970654902|-183196816|-390776860|-1513560186|1296741880|-1152589111|953715390|-1243291963|-1373753062|-1212909587|-1121881191|491.59|742.13|979.55|143.47|439.39|631.39|88.13|877.19|457.95|373.17|910.05|971.46|himself|
-2077555336|-562810722|-490477878|2084351463|1766610878|-582301272|-670428517|258766689|1540882686|162734546|-484702204|964.26|799.04|886.92|113.49|695.39|430.49|14.87|682.45|574.38|363.57|157.36|574.68|lay|
25796022|1870468133|-483502466|279196735|1156059526|1495862848|453216428|532393025|1141583622|852968976|891297145|784.85|735.65|887.52|479.13|769.91|935.27|765.86|636.74|591.25|134.20|380.91|784.67|arm|
-974519013|-1889272605|306024447|-952294457|-1382205707|-2070417996|-966325946|-1880217734|1994201849|405906575|1812781046|977.92|884.28|748.07|987.04|763.61|895.91|680.38|7.85|516.73|488.37|443.44|694.72|chair|
763191742|-1531200409|26622008|-918988232|1063585238|-100470257|-1009459151|-1822927266|-1764574254|1148204479|-1846685633|898.02|181.70|804.05|2.43|422.63|959.14|955.77|29.77|144.31|54.12|617.82|134.39|over|
-1108469097|-1384065462|-683193146|-735523011|-452716540|1806988674|2121662558|-1386998679|-587209750|1510829134|-447736599|197.55|304.69|834.70|649.11|705.23|677.09|855.80|659.82|246.67|405.41|214.34|578.81|worker|
195470847|1754353486|-772487731|-1575979198|299887811|-709514948|-1326565446|-2100068818|-1700582443|161970975|-72648484|78.04|596.34|569.32|151.97|908.30|257.90|754.16|87.16|458.00|86.12|661.24|238.87|clear|
-209212653|1096690179|1302659742|-43175289|1857483173|1875852637|994313765|752827627|1805857180|-334150916|-1587050734|285.80|405.12|475.73|240.08|183.49|772.79|495.48|640.18|244.69|313.82|109.08|226.09|project|
1812164110|-750726905|943107440|-456629692|1611790545|354109238|-1045539144|-1289351395|-1788941694|150623777|-1329914495|117.08|479.35|484.51|570.25|906.39|608.44|915.67|778.65|579.29|63.20|303.36|43.57|fact|
-1650548353|-1615970367|1907750341|92449650|-1909635555|265989927|-1318551114|1825508671|-1833307943|-2084861453|-1937596990|141.56|283.71|848.18|366.70|523.18|974.76|963.10|195.75|925.80|706.19|177.88|175.29|best|
-2030722570|-1706856615|-2114938584|-919979528|-1853435416|601297111|1747964103|-995585449|1363323080|1429778768|823559164|842.78|849.07|774.62|612.01|786.80|904.01|487.08|863.41|547.34|927.08|180.70|669.14|yeah|
-2142581220|-503681436|707199753|-1438313321|-1258150658|-1505498239|-1383525139|-2101520738|1288240044|-1464194122|-104771554|912.57|294.24|671.59|877.83|684.88|882.13|507.49|386.25|36.83|103.41|853.63|924.72|generation|
49597817|-1862257616|-1093395481|-434818835|2039518085|632651276|1019333285|-1311036191|-1100489793|17532049|796450373|816.99|373.14|379.39|227.71|496.96|648.92|828.26|954.73|800.77|686.07|803.50|713.92|reveal|
1588287811|-210753861|-39286014|1453666168|2115450843|-1316300145|421644505|176173919|-1947453003|1402317139|-871165053|549.89|649.51|408.39|563.71|562.84|79.68|19.74|498.34|646.55|647.81|245.26|706.51|significant|
1963607886|943635168|-1165928942|-1284191033|-2057531214|1348517909|-1483828681|-940096741|708393611|-37351894|828895814|453.46|800.15|201.37|752.21|637.78|595.89|165.57|916.90|988.13|521.38|127.63|457.30|plan|
1080042578|1085554010|1458951099|1081068906|69999263|812517284|144910340|1796325311|449084096|-682605277|198467415|707.84|318.43|940.65|899.13|341.94|46.24|788.43|218.80|118.96|342.18|419.89|480.74|believe|
1118256133|154653201|-1635642331|1694196577|-1841679465|42552207|-1492995333|-360911837|159103447|-63636486|1395511462|697.94|963.40|485.24|238.44|88.75|918.81|873.14|581.40|569.88|432.42|888.94|288.53|fire|
-448410227|-326096141|1187798689|1283139831|1162203936|1434543522|35241735|-1563740075|-1101929955|240908804|289635000|407.08|846.31|119.11|295.91|729.91|156.38|282.57|377.80|327.45|988.41|987.19|521.71|down|
-663466556|-258722517|-349806152|699102933|1900411829|-1818541824|-460541618|1052821274|1920826759|-1731536115|1204626858|550.47|737.69|771.49|771.47|369.83|262.23|312.10|601.22|102.68|582.46|851.49|429.07|adult|
306197996|-2100365289|688336735|638444954|-1160489205|-2100687329|2075655208|-1674342485|-617658245|1867746166|1163444988|457.44|494.41|250.74|582.50|866.90|914.12|782.05|20.87|127.51|346.44|631.03|145.90|and|
814484562|1473213787|-289407984|-1194043363|2063457676|925617124|1558743124|-1902362795|1552073098|1962726047|1099903051|372.24|510.19|57.17|35.49|949.11|4.47|261.19|8.68|134.08|198.16|847.21|475.69|perform|
1777668197|-1645308529|-59762807|1693227473|-1719970360|-501339170|2106790818|1886938334|-594709408|-1279912997|-1178688799|562.60|635.33|233.24|407.07|867.69|138.51|606.03|887.38|646.58|641.48|945.18|492.06|peace|
-1244471249|-148187140|-2084658952|-854964255|-1265534959|-1028990785|-1601048393|1588714779|-567649656|348803434|1107521862|161.75|524.44|690.12|334.87|672.87|442.61|31.98|922.20|696.47|565.82|863.61|151.08|owner|
-1587970232|1074272846|1922640503|931245774|-1585925748|1500484629|1554805400|-1258256001|1354271335|1294591920|-1170878668|773.06|67.13|772.80|55.30|51.43|901.61|937.90|806.71|880.82|547.52|743.04|386.29|hard|
-525759402|1470822688|-365248790|-1621706902|1745208418|453514506|1698569739|-336774971|120608198|-802698851|-1743774982|472.92|965.85|254.43|832.44|214.76|255.91|974.66|464.15|773.93|710.34|96.59|800.45|player|
-793320593|-981686856|1010111526|-1126403443|-1414907143|-1843813583|1135040057|-692734104|2134991451|-1762102282|1597381691|118.89|241.95|222.39|521.66|175.19|487.19|24.72|852.08|625.39|905.99|133.03|40.24|old|
700115986|-1167120608|-929116583|927056168|-1755955462|-994053317|-1513005470|-1757742718|-319419258|54119555|1459175635|622.88|993.11|915.05|156.29|40.48|131.49|449.34|702.80|163.76|561.21|508.84|831.08|worry|
-2088954523|771861169|1967960379|1695778939|-275835007|-1399198684|1768013755|915610137|-1898110053|506608774|-1062391143|105.37|864.91|262.31|42.53|567.37|754.41|805.37|644.84|206.65|54.28|121.43|959.16|explain|
-1028526287|879933482|601766375|-2055005974|2037030259|-1971505643|-2119299809|2043372225|1889206814|1454681549|1487028268|209.50|901.64|887.06|889.31|187.49|875.26|265.44|167.45|879.55|882.17|448.55|896.16|event|
889125247|-317114009|761348409|-861912112|1324947757|-1726014159|1305387941|-960797685|-357079063|1857031961|-519276700|807.35|680.95|541.21|863.75|585.92|952.68|289.72|890.19|929.90|994.77|689.76|165.23|later|
-375621222|1249076436|1062747238|2053227908|2029171915|1110538158|-575133742|-145181876|-1409225645|-1839579751|540077227|910.39|541.30|14.96|741.38|231.09|949.81|430.16|880.53|222.79|777.92|166.30|600.99|establish|
95815237|-1134630355|-1930707844|980202378|1288357810|9545424|1028869319|192878048|1619177176|-955768736|1289052012|182.67|718.64|269.55|984.41|551.60|240.37|605.21|19.21|602.44|894.60|171.79|575.45|drop|
-393880912|1513499385|768947589|1397503678|977046153|1098695414|-1184697669|1262088594|301655088|-1985595235|1369644122|3.92|989.04|877.26|669.26|168.20|541.32|807.67|489.41|77.68|864.74|972.63|809.17|these|
1781314467|-854693983|2140069502|-1864527189|-987656357|1571319209|360640081|1932549783|1047842734|-1581837711|-290460744|131.96|550.78|394.04|392.34|669.77|220.74|967.00|807.27|769.85|761.36|392.62|140.76|hotel|
52148588|-140760100|-270490015|1844995249|-414813988|-369732227|1573157124|-1506936159|131477098|324451949|-1064453894|761.60|896.50|646.05|773.65|556.66|777.91|862.28|719.41|130.66|752.98|799.23|778.77|member|
-1875531767|57350933|1181353787|-1898322788|518876059|-1301217171|-1750904441|494797953|942975740|618068227|-129226887|866.83|914.88|272.02|671.93|826.33|455.95|658.99|899.93|709.77|654.10|120.21|743.55|we|
