-277534679|-845306780|1696272041|-1028313395|-1773804681|1797322149|-680382464|801594782|1069400140|-1430514165|1341256992|424.66|308.33|455.93|513.74|121.96|254.58|407.78|513.72|88.62|college|
-2111718291|1191026726|-649958278|-1828941748|-655813900|1118377989|327526303|-1760067058|991329|-858122045|-1178794831|82.55|539.04|268.22|520.65|285.18|697.13|820.37|740.98|537.31|fall|
-115900887|-990326462|-1252241897|1396434776|727798606|1102330777|-838959427|-1890436005|305586231|1838706895|-645567506|490.09|300.37|638.30|961.76|590.67|624.27|14.68|983.60|985.55|program|
-1760128737|-494671099|-249431363|1766535676|1890303381|-331920195|393751575|2064132227|1200870429|-3135887|-1256762427|398.35|933.09|871.35|148.20|169.08|692.04|26.60|35.03|481.09|audience|
-679323652|1123098888|1612871514|-450190871|-2006590080|1293408468|1999847466|-423145789|577059505|2051503178|-2126327222|425.34|175.62|825.24|936.85|342.08|703.19|122.11|943.75|298.84|attorney|
426743049|521843331|663010364|1861879050|-1540175777|1645286993|-1832143863|-2132151681|-1556482658|987162913|-1825086030|183.14|100.72|918.42|819.56|782.86|601.05|94.04|430.12|670.72|sometimes|
1437017249|-51889640|-1098860618|1508270088|160135609|1775508138|1050194421|-375182378|1940494152|-2102697350|258094811|139.04|222.38|199.94|33.01|407.20|246.55|91.14|428.88|399.23|sea|
-1817790688|158509355|2099193407|-1360636854|-131841337|331747428|-373864811|618323446|-327619028|-1382924400|-583586544|708.01|76.58|483.12|130.39|277.76|237.37|241.22|139.81|895.29|machine|
-1380924411|1796491007|-905256735|-1486855069|-1770258133|-66702935|1747504608|-1965022275|-2140390532|445978129|683033503|825.10|882.44|654.56|208.84|953.05|209.71|220.10|43.20|734.74|major|
525824778|-160982567|693169922|-1312170835|1670414761|-605745852|932212766|-1606649693|-648121388|-1021388983|-1286630190|873.89|904.04|633.94|591.67|443.36|13.74|2.48|279.17|15.08|rather|
669621648|433980471|-242367681|1009900092|-1133250088|-2035072544|1229650399|-1222764138|1010150470|-114897284|776111529|996.24|108.29|77.63|709.82|783.69|614.82|106.87|555.72|237.61|catch|
-682795629|-1165538124|-1110733702|1092529391|1912312506|-943190051|-801027210|-347643099|-1424968619|-652083155|-328988080|142.20|397.87|758.45|706.22|954.43|333.56|546.50|12.33|526.31|first|
2135686037|338497481|1072700092|-1179580963|-1781879034|1457299769|948498717|-2092870675|-1418913047|2064354319|2062087490|476.60|483.35|435.98|805.89|69.68|732.00|326.20|131.48|152.16|risk|
1298025566|710018472|-1829770703|-403636653|1616542838|1584934096|-2130519715|294780588|-1384109685|184500155|-1803542421|263.76|715.09|857.03|593.19|923.13|515.69|46.12|750.28|536.36|but|
-530847062|-365724569|-1339920494|-705554456|-383634221|759950824|-1375966403|-288514406|-1494152397|-1034919142|1669452667|222.77|666.65|533.29|72.53|508.18|6.39|822.63|71.01|829.78|just|
-87838604|-654360576|-416980191|225398210|-1606539483|1547245615|1994015305|691396900|-891746418|-2082289228|-761836778|700.11|932.25|943.74|464.42|95.88|768.61|155.85|612.89|11.46|the|
649680191|812470721|-878555005|-950807078|-1411993662|-1213054885|-1880859125|-2015718820|-1951060478|813508421|434921152|423.93|698.67|746.67|620.72|779.04|13.33|152.30|861.55|885.53|theory|
-1087921871|-265364737|-1493338421|-1735315693|-860352969|-798946910|-1307305990|-1772043490|-1461560643|1556266526|-458896772|27.20|349.06|487.42|183.37|278.02|261.08|503.13|544.67|126.30|play|
1351126251|-2023409212|-1743976676|-1855803096|478651775|-942191526|1386692007|-2080492043|-171459370|-1806467570|569039772|723.19|346.38|595.86|325.32|383.77|998.51|635.25|593.53|550.73|attention|
-204587652|-1713272071|1024452547|1787559911|-444643508|146756924|-696215069|-1122903980|-18544215|1213067177|992048530|642.02|699.43|441.59|472.14|668.56|719.24|872.70|460.34|202.69|respond|
1734341857|-902249225|1124487999|-1223636512|740695538|225633818|-1619278380|-1163121847|-1726781565|-2028385225|568739302|11.09|326.80|931.25|111.06|388.64|468.43|830.19|446.88|452.37|stock|
-2107290376|-529122452|884617855|-2088112632|2134971672|1382435251|-526772414|1842191934|-490252511|-1592240813|694345533|520.63|567.18|812.36|677.97|1.40|616.06|951.76|218.12|612.80|now|
-166399971|1993972182|1320238582|1663609683|-1864681101|-910280276|988292435|-920545720|983974005|1263498435|1759716800|154.18|507.57|170.51|28.27|240.23|85.83|484.17|75.38|103.16|those|
-1254730271|-1493626578|-657966193|575894458|-1466008405|-1818680283|-1876088096|1799641586|1184985971|1472578862|1479285848|271.78|591.05|926.21|851.47|143.81|74.67|261.96|224.81|763.75|man|
-264817822|149502508|-856187009|-2036329009|-1947789169|1627937786|-1082646002|1328783866|1052255284|604981989|744077958|792.95|497.82|608.38|492.24|125.99|573.07|219.84|251.97|306.65|yeah|
728452761|-1522818496|518006777|163186626|1230474244|-1688825946|535096033|-1560959296|1780136965|-1102267408|-478118877|5.85|381.84|845.36|479.53|724.55|241.72|720.30|183.61|961.43|reason|
-1555995843|1095349905|-491249400|-1089531246|1165588523|-228967649|-196063264|-1235365333|960742153|1485489479|1499674686|44.47|295.88|446.50|505.59|893.95|813.99|204.71|310.40|471.34|course|
848896878|616758777|-1365028515|736742889|1614715441|1923971741|245821892|-1815542432|1699743762|-1867187255|-280840794|759.58|502.26|20.10|863.59|391.61|934.06|912.75|774.08|204.85|box|
639584567|114801599|-841848869|468961265|220954093|-2086700431|-977921999|-598938002|-1740332332|261831228|-1545231141|872.52|567.99|416.64|526.97|538.83|431.35|541.69|993.16|788.82|floor|
1968889082|-1809645596|-1448430985|-324137261|-749414000|-1611347830|-1490405543|-1142334380|77908934|1410894915|1710286525|773.44|621.82|487.14|81.00|41.02|740.53|84.69|263.84|372.89|meet|
2053413783|-1448019026|-51931510|1545608377|271363120|-914406349|1155928308|-1294568811|-1684035412|-1166087267|996887291|267.16|956.66|153.11|346.22|500.73|82.67|888.89|657.86|736.51|more|
1474846128|1559695309|1175591582|747697328|-1400006179|-1143086111|742130339|2010541975|-433373559|873116543|-1507900101|376.69|831.35|581.11|883.45|807.56|166.00|641.81|695.77|51.01|condition|
-341634057|-1436322733|-579262388|-824148303|-106084725|-737665381|-719800771|1498178504|-1303437241|-1278718504|1343837803|260.58|911.95|607.60|1.52|391.33|794.99|91.60|533.21|552.52|here|
-1293759351|2097965562|735027191|-1629119984|-1760479915|1188993138|-691382469|-1887744641|-1118797500|-1635097884|1914075230|146.66|585.92|619.58|481.54|454.48|247.66|254.40|892.08|699.47|but|
-1338566847|-861209836|1929369415|-539558506|-729456731|1693414266|1872750198|213676389|-1191291284|949317484|-1617442857|866.56|371.51|699.43|568.37|532.76|172.08|601.56|764.12|222.77|land|
-808995418|1501581275|112931982|276729112|-42103110|536340712|-155735229|-1041728217|434527350|549786238|-1546678513|878.66|549.03|774.84|401.66|702.69|670.10|902.58|73.96|286.42|edge|
-1954169136|471150547|-1264029840|1960276336|-102147373|768525812|-1654972095|-1550066711|-1594194169|192035573|1024426550|623.01|415.09|825.23|274.24|830.38|771.87|256.97|815.84|66.98|system|
-166663298|-1332438895|-838021397|-1783577798|71924056|-1304348947|760781738|-1487683348|509041609|-648519011|2056532722|203.99|991.74|337.73|909.59|35.11|231.19|364.84|903.88|757.10|I|
109925527|396661018|-1554021144|-156325052|-1923953902|-1202998605|132389144|810688885|-95196590|-1495688346|1281130391|257.19|273.92|970.40|885.66|988.75|117.87|788.14|136.08|131.88|media|
-974287950|-1578205928|-269414472|878739876|900105980|92131003|-781175749|1379244771|625330782|381530361|331945618|450.26|724.93|167.82|664.25|481.15|398.86|695.94|749.01|3.20|poor|
-310385497|1380873637|1136622184|-477571677|1725042015|-1879291617|734325004|-34323246|-432073517|1762501128|1067404550|541.12|722.99|666.47|968.32|888.87|622.29|57.25|585.05|314.48|trip|
987192814|-4352030|866091442|994487689|153682993|-1351887194|-1720329362|538128597|-1136083323|1409905358|-1158422674|466.54|657.08|668.55|411.15|748.28|309.59|36.53|205.53|20.35|trip|
208322990|-1228478858|35897449|1669781340|-41710610|-1303038773|-99477337|-684053944|201099305|-1800845499|-1529838736|218.03|803.48|930.18|553.67|525.93|911.95|836.60|571.03|831.67|bit|
-1027587545|1337298627|-1948138470|1675996708|841568567|-1899149654|236659244|-39042684|-375111481|1129104896|-669109141|438.53|416.62|915.49|318.41|891.31|600.34|718.46|63.45|532.33|across|
-1496888969|1790950700|-687108898|-2119703369|1977495771|86611710|-1891195979|-1495525170|-333588837|-1330405695|1736442180|576.10|599.19|883.98|405.85|726.54|302.35|500.87|576.31|131.74|company|
854254317|-716508949|1484897157|1024046397|1335912785|605747776|-1551713230|-1853276830|-418118078|-1439017543|-1617931131|561.19|703.02|175.56|697.37|299.48|334.49|184.59|112.24|637.31|positive|
536898688|493705340|-514201439|-1370564698|-1304924034|896188473|2124206842|-1425880016|-1540577834|734481752|-980849269|492.32|758.32|538.54|334.88|663.19|844.40|50.38|146.39|889.23|two|
1125303298|1285173616|1684334757|-1282716436|-450900033|-1364474752|-1054442068|-2006734114|-595557102|1478023484|562126869|706.25|248.05|943.95|274.76|2.74|172.20|307.95|379.42|558.33|instead|
332454336|1290622105|-75873204|-573236383|2041949487|-1676946970|134163558|900741547|-76593435|-359994575|-1417701039|567.21|419.41|40.61|706.58|231.26|700.28|405.55|619.42|195.22|must|
489118195|236021562|-1734375305|-857580033|1554807380|-1675920956|2102352648|-1607019665|-613796658|-779096332|639461375|339.23|880.31|207.36|744.14|660.19|515.23|120.64|784.85|378.47|grow|
362776846|-121289705|-2118385605|-2075089768|-1347695534|309571735|-1590263177|-511871121|-386322545|966885121|-325049620|762.26|992.24|778.55|351.83|814.66|691.23|544.49|712.98|442.11|energy|
1031607337|1221270552|475000054|752666540|-316329427|-840004916|1120930445|-1107683911|-596371091|768217839|-372706195|86.27|299.05|745.04|886.44|543.78|815.67|881.44|730.54|973.68|up|
-358159057|-820269671|591577511|487615172|-190788220|-1295717169|1647117392|267676609|1000378965|-114935073|110245421|665.12|690.40|917.03|459.94|357.05|471.54|586.47|211.07|324.57|place|
-1879058778|-2048322181|-732766876|1249705830|-149809433|-1637777193|1891148384|-1363990272|-1593399898|-773934731|100934190|25.57|413.71|560.35|213.00|277.84|375.45|472.56|684.35|94.65|as|
1533082891|-209645123|-2098846830|2056060262|-1811571173|866629123|889686424|-260591948|-867875485|-2143909404|-747290017|1.30|349.09|92.94|406.21|890.31|676.37|558.27|944.92|271.71|door|
-919395301|-1199557878|925007368|609302590|1354851375|-1231502970|1075305636|872458050|-958824999|-1069005622|19082887|295.04|573.92|897.06|882.66|300.90|890.93|964.81|995.76|967.81|election|
1409090551|-1418187058|-1206487829|-1461941807|2106938087|-1058075346|1334157452|-865353670|1533633481|-1690318759|-1653572364|164.18|943.38|811.99|541.05|524.00|501.89|751.13|423.81|890.60|walk|
-1579659349|-428695781|138265650|-1734555493|-1361859270|1390646040|-718286965|1135281681|1951082563|415991940|1252871346|150.12|67.78|113.83|171.44|520.62|606.52|53.18|652.31|907.61|job|
213339625|-955962324|900201153|-1560071938|-1576685244|-1231252199|-328908598|1846136090|60724006|-840306780|-1914375705|848.52|731.95|106.97|933.77|928.71|766.20|989.77|301.49|977.86|election|
-1359647540|1264462047|-653134066|141275895|-1829786548|1620150828|1092529446|1863527071|388996451|-614913249|-513187686|902.12|821.27|111.94|427.30|811.17|838.84|744.05|814.95|481.39|whether|
-519267749|854446482|1024112815|-925534169|1848138432|1338103934|112186997|183876106|-338276600|-275095522|-843650399|538.47|791.30|854.17|182.34|235.21|425.95|584.30|526.48|304.96|cost|
919617369|-411566248|-534357842|1297088028|1235464515|2051368120|645099436|1787342017|-1133010397|-1405125196|85325691|375.34|549.47|868.24|550.82|65.02|31.96|605.13|161.53|786.15|will|
-1125589752|-127759623|1221419757|1013031160|-564790617|851346721|1423844950|-1274547313|-1040915914|-985369223|1631124526|637.04|321.75|383.84|354.90|745.20|867.57|125.46|787.26|803.54|front|
-1759536483|1043046989|-2118783190|-735826595|1333209685|1895220564|-1384907333|-256262953|-733762531|-1709246401|-334444993|548.24|286.33|761.46|516.13|732.17|395.84|961.12|586.85|41.23|free|
104332055|-955053018|402210380|1127776556|948211418|26269008|1061500890|1063036518|-1360958132|-113237412|-1310209042|77.20|508.46|277.85|126.89|283.07|418.83|773.93|988.28|685.14|themselves|
-1900650593|-1865871710|389033342|-1191018131|1057822304|-1961985912|547358015|1304813095|-892321815|915124635|682001902|827.26|359.42|994.80|911.43|439.05|364.58|11.05|359.73|874.37|range|
1447352296|1529559426|668855753|1613681200|1419265380|-1985564648|-1923889013|-1626633519|1767203978|684466099|-1469811293|915.40|289.43|667.57|770.01|764.78|625.32|520.25|118.71|438.32|leave|
-2117073775|-1675814259|917732111|1352990713|-1810733954|502217787|-871927839|-1323201972|-1415424303|1975827238|1148712398|905.27|916.80|225.49|848.37|583.23|730.75|718.85|194.50|802.00|fight|
2117309545|1109796381|1318958071|1884940479|-1898404587|1770286689|-131577087|-991653402|-558168008|2058201460|47751939|33.91|922.86|746.10|306.89|589.72|878.18|984.99|280.40|437.25|describe|
-2127209919|85525999|-402502383|1611709511|-1490466527|198007432|-321532536|2040063551|717395757|1557674018|45588274|89.04|555.29|243.75|507.72|781.21|329.50|873.51|640.97|255.98|even|
-817983497|715445926|-1346178734|1271582073|2106467141|1525536421|210090709|257624625|-1941040302|-1433383334|674210212|486.51|558.50|497.15|370.42|992.72|347.01|569.38|492.27|51.15|better|
318836485|-1110080138|-1511372442|323591798|-1461532162|-1069226455|-351983694|660964342|-999910237|-34868841|748427070|270.23|60.79|786.47|317.75|981.98|112.28|151.23|973.83|361.86|bit|
-1896342945|-1886159354|-1249351181|-126582337|-683507070|-1319233304|131763213|752069696|1927367346|-817072471|1583879948|622.38|252.33|259.48|450.56|569.58|204.06|803.46|210.91|876.40|huge|
1736392458|-534355101|1557351721|-1403467057|-1812564880|531982086|1673219443|-334079321|-546302457|1603307330|-291382463|169.68|762.97|790.77|499.81|943.05|707.86|481.45|3.63|221.78|seek|
