1335627745|-1632299370|-489721723|-1016178235|533253119|1932793514|584235201|957825347|1903848442|-2040405393|-1739156834|1465046660|-1982777814|-1310971872|738875541|-802760935|-1736789374|-1938452864|-1085525673|231.57|440.90|991.48|21.89|896.01|571.29|263.11|23.65|166.38|856.17|976.17|914.01|435.92|474.51|408.64|hot|
2078898258|-270051208|-527500029|-175198599|-1954735863|-106424420|-1836685676|1875652288|1933906741|-121783153|-371628060|-1117974902|-2067532408|-1968219296|-687870612|-2140850415|162003389|2013191475|1362170907|410.85|396.74|66.97|569.90|838.52|626.44|554.32|989.52|439.98|538.04|150.68|565.99|522.11|929.76|909.13|speak|
-1289236199|-2034175466|615242503|-1216161115|503861272|1602919657|1050684930|-1992986085|1452118678|-908374072|-1786085913|1459712123|-1566953386|846574346|255876411|-1035195641|-1546498510|-1436748879|-902751109|689.28|905.94|293.87|141.31|48.66|179.39|667.96|884.51|494.71|477.26|758.92|267.97|963.33|611.80|444.55|decision|
-526655503|379709691|1874464113|-1062372240|744963817|-1828969417|1594441829|-2018388387|-958463508|1252392871|-427236041|-1416125401|-1690563109|-1164485747|703695528|23655645|1862075725|-573962004|-430869066|680.68|27.12|333.69|680.36|689.12|57.57|887.95|356.44|711.59|38.76|506.16|430.64|96.83|922.90|619.12|fund|
-2144509408|-1197983481|-1600292447|-910281991|1640726398|-1141209272|1197967607|1833173688|1422560468|19430499|1533050884|-1709949027|-1946461895|-854644434|-1055663517|2065404077|415599765|-1201877700|-1284971088|56.45|236.47|841.49|568.89|722.85|225.03|37.16|71.46|789.94|794.33|955.80|729.10|659.71|158.51|922.29|usually|
1378422685|246065804|178333653|-1898507759|-287415304|678326380|-142335475|-1805075023|1023515519|-819682340|-686200809|1698294062|61516881|-1420685883|-1355489398|-1599819656|-680478621|-1793971571|978096617|772.60|588.76|305.04|254.25|710.59|180.85|830.14|811.50|106.98|242.64|913.11|19.85|590.87|615.52|94.83|people|
-1817078761|-420703134|-1262097736|492412541|-1614547921|9912972|-1072175362|-1223538825|-201569251|-438023923|-1904985509|1552886819|1676690129|-314596880|-1248270863|-449113182|-1641848373|-170067562|-179575667|621.14|257.00|330.10|883.61|20.60|293.04|576.52|496.68|696.74|722.23|44.16|447.50|895.53|138.58|234.93|movie|
-359190868|1883955382|360211631|1223577387|-456197284|-1682730833|446577038|563403623|-529800167|525979102|-1790963676|-1838957275|439845766|-1063217482|188989510|1607274442|-106806268|1521126821|-2067455093|640.64|26.60|369.16|351.02|995.68|492.82|450.44|671.85|340.35|18.74|710.45|822.70|526.81|169.59|740.02|experience|
1410175491|620742597|-2140313637|1324096606|-1924110777|-1741669080|1469241985|-371737776|-131280453|-2070917264|-512149480|-1847420345|-110849774|699060216|50192076|-1446278898|-62019646|-402391148|1574534535|747.01|336.83|652.01|791.94|920.28|489.27|466.64|84.37|638.41|413.89|654.51|666.64|744.38|225.78|698.97|attorney|
942589912|-1519345493|1253962780|632603910|-1867748996|-907456253|992571586|1763112016|625424277|1953507848|684356214|1150142488|1777606601|-1362449538|-645066564|-1438748894|285896719|1587638217|955647757|346.11|12.78|61.96|721.53|162.02|333.27|374.47|671.70|516.85|478.26|398.24|331.94|805.78|480.04|17.10|officer|
1800222826|-1724867819|-118156643|-2111312643|-1026147389|1559591150|1133130492|-1004799849|1739463785|368805436|-644867921|-797768928|-365563348|-927319445|1454610789|-662572943|544382639|298222239|-1527723899|32.97|990.30|252.06|208.02|368.68|774.11|818.72|609.88|335.70|210.13|138.36|598.88|247.44|371.16|931.97|whom|
-212301893|1098035524|1178081282|-1873599012|873214943|-1827406465|1077467451|-81990207|-1486968303|-1024694116|84084391|-430906615|1434705007|1664749959|-1662094906|-2010321170|-1591018637|-804771351|-840959409|544.02|28.60|940.15|459.02|119.36|48.80|766.53|825.55|207.26|349.06|771.26|49.74|593.39|683.66|988.24|where|
1399792691|1345519771|1015401426|-52828792|-593602140|1960330587|-864218589|-766308517|-928547692|-1976877565|-1581383225|634403200|-1292790260|-1372630255|-1402397522|-1925557994|-800562451|-2140326672|431239878|369.86|487.58|655.42|489.36|205.11|80.79|351.11|371.14|266.17|220.42|492.35|64.48|860.03|694.92|477.71|difference|
-1154881892|-1515367993|295104238|2004204974|-876591267|-1567059928|1900342795|296456615|-212120668|-2122124908|1246378386|159736528|959488554|-1500759475|-581933903|526409524|694273323|2001582897|-409984470|416.11|392.66|482.97|146.08|777.34|101.99|248.29|595.52|146.01|967.33|739.64|551.96|743.43|932.11|33.57|wait|
-1236815049|-2116793917|2064180690|-1043743777|919455325|872429691|1702776544|2082040315|214843077|1967119317|1063347822|-1013325151|1471887478|345224782|-1093705880|1688763441|1503416877|-1595271879|-511597393|470.94|716.74|13.71|41.85|920.37|747.08|141.72|811.46|67.81|53.16|260.30|898.14|930.41|840.99|159.97|resource|
-1038570013|1022177945|-929232879|-1675771314|-1427202948|-848203941|-129567848|-1793218373|1812325311|-2013211901|753843686|379667870|-786273091|1246262466|1487398066|-1703676608|548901060|791584482|1715636316|280.11|870.85|994.16|267.35|746.46|737.18|623.18|768.81|12.88|278.86|531.46|278.09|767.29|649.58|593.52|whom|
1247942598|-66413942|-1550164328|-1831641959|1035322682|1676126973|-879893665|-25904873|1126568174|1275074909|-1704614770|-192935876|683472049|-1998435224|-114930170|522749217|1613008514|-995994397|595531603|526.33|948.29|997.24|390.71|580.87|446.77|511.96|992.52|992.44|3.94|485.52|822.09|656.35|932.61|497.62|head|
853364402|-2136137412|-1029626628|336185743|333033733|-1389598149|247827991|-1897284705|1946137274|1557658321|1580411873|499967325|-1266015093|495727431|-1490065942|1409489610|890412121|-1609109270|-1240996961|359.41|742.77|753.13|955.34|953.76|17.59|741.78|969.04|307.55|862.53|779.81|296.94|66.37|604.26|361.87|sometimes|
-1769523032|180020340|87373831|1424110617|125310739|783226221|-456864421|2133313088|418251229|200128500|-2055566407|730792947|1221709061|-336448289|1389758073|247547119|532861162|-626690198|-561767453|274.60|180.93|398.54|452.37|578.76|216.24|122.89|520.57|701.85|891.40|928.97|808.38|463.79|751.85|667.09|time|
839100956|-200082449|1669642815|-554571102|1662367576|477749727|-2078679425|-870927354|646984734|-507916253|343985740|1566811618|-144857414|-206802410|-838865966|-60543216|-1703283794|342664725|2107995007|873.71|865.07|539.41|673.40|86.97|589.61|842.91|517.39|442.38|528.95|659.32|625.75|2.06|316.52|239.95|her|
870345434|1418836673|590649193|-852948355|752977946|1735308380|-1249947035|-178480127|-1315693782|1842619228|1789712809|318215108|-1460061807|317748839|940454728|-1242877906|1467744659|-1526010004|2074906598|52.77|323.05|168.56|49.65|521.89|274.60|901.99|312.81|750.43|716.22|463.43|690.37|603.57|495.86|45.26|side|
1597476329|100510201|-1237486065|1809344444|-69349055|-1453918000|407241883|1320230423|-1776412298|1578034292|182449938|-1336649220|-41536919|-2001083258|1631357521|1405589363|636839746|1580311335|-278024529|847.31|18.09|417.24|919.63|622.91|528.49|153.54|969.89|820.15|132.01|519.81|409.57|806.31|888.47|757.14|science|
1732102668|868103603|1634302845|1205860221|-1308277808|68686733|-169115447|201265882|-453677017|-1894329492|-87087188|-370244109|1893946112|714530439|2013702654|-1583497520|-832586203|-215884082|-1644094503|840.86|692.15|317.66|317.67|590.39|562.88|498.31|589.65|460.75|135.77|165.91|900.48|776.82|987.40|337.98|group|
572309068|-990407062|635704605|-761113248|-1749697759|-525785675|-830781070|1507114033|422345884|913621739|-1584565175|-686200753|-1734725818|-958742326|-322098369|-2031703163|2050399161|6430239|-1226838742|590.52|364.33|453.32|470.81|326.09|745.26|685.05|429.38|651.34|433.81|494.89|65.56|617.41|570.51|214.23|lot|
-1196706761|-54493520|1786070245|1590116577|-662652839|640512734|-1441215592|-1440801562|-620113392|-1263025455|1348279719|1393931824|196789213|-786020849|-367823476|660166506|649498362|-44842086|-1638157388|488.29|166.85|696.53|951.28|889.02|756.84|454.59|604.38|302.79|463.44|869.98|631.58|489.42|103.36|151.88|vote|
-1641395576|-478937085|-568810193|1839893596|-1013935181|-2121665096|-671188759|-1667199442|967107643|1268143050|-1685463761|-523119357|-2088151368|-1305503777|-903145541|820823836|-141622823|-515897091|1101327130|438.28|231.49|794.55|954.55|721.67|367.63|369.14|510.32|3.57|344.77|955.88|284.09|647.22|342.82|507.11|maybe|
1265248819|1852527209|-341726134|-2080316936|1977699571|2107566320|-552327812|-252761277|-1598893768|744719767|-1421981416|808221520|-327340210|309100892|675741128|1622521725|-1206572765|-2074297819|-512475354|304.80|506.56|252.48|894.57|276.78|947.53|498.18|905.37|907.59|162.44|744.81|445.67|455.90|135.02|37.09|benefit|
1657644179|1984176585|1881947305|-1741022857|735404872|817440206|434164464|-1974522716|-850019797|780336625|520503969|771455847|2103145743|1477132652|106746257|207434625|-1603397341|-863107379|1695180835|819.40|867.06|176.51|576.19|769.93|897.64|860.95|335.21|146.33|110.43|377.28|153.57|132.90|625.71|328.26|him|
496477504|1332644925|-2007327253|-595530726|1622322330|1563352093|1161999900|422494062|-998406527|-196701269|1111526766|1914424898|-42401935|-43654324|-2076809240|1909912145|-799826397|906723920|-2075270290|698.66|489.09|69.92|468.22|808.51|675.73|634.98|739.47|922.65|845.04|396.90|939.05|285.80|534.72|653.74|necessary|
2097035058|561664785|2128856607|-543322851|-1260765891|-451655458|639337109|-298247426|1387123914|-477001069|1290649347|-905691189|-203179878|-724981396|1542150481|-1575046939|55228151|659692620|-524013362|915.44|660.74|430.92|411.70|216.59|690.89|20.86|849.00|913.65|981.33|371.85|927.43|280.04|384.84|584.08|tell|
-1227063909|463185117|-2011657678|2030059005|147403124|667733643|933224056|740931163|2146791985|-963535499|-2061207413|1687077232|281479747|1683902222|-1835029955|-1421702686|-1042061741|2033141011|1390955930|151.94|132.30|787.56|429.39|893.82|16.22|328.25|393.63|62.15|74.87|436.99|640.32|735.60|404.15|678.54|store|
-929834565|-272107102|815210161|-1896177180|-1953686344|1638787459|-1283650006|-366013131|954757338|-780261170|1382834741|1440716495|-1702477173|-506066672|264823689|1583586942|2143529553|64217663|1812197482|157.17|595.75|718.18|101.37|906.09|639.16|832.85|761.35|614.47|296.32|214.24|430.32|732.38|247.73|751.92|practice|
-1113507477|135067883|-2063503158|-1503462969|783943221|1635482582|411795443|1948231434|-1108003001|1562652064|-47781079|-2093451136|-400410204|-1522451835|-423279369|913298264|1788183162|-1616743213|1012978804|405.56|494.69|179.52|53.86|179.10|456.43|70.81|806.67|414.71|937.79|319.74|421.16|275.19|369.47|479.33|child|
-1290512411|1173100643|-2058268411|-13008950|-1607821913|-1699585424|-810851970|594225489|1479680952|-621345351|-679634286|588567828|1805222995|1500655688|464783281|-1827660617|-2040770|-440682599|-1588895306|491.29|866.02|896.65|433.54|587.53|393.64|463.25|509.82|489.23|986.30|675.80|713.05|929.47|126.90|194.79|arrive|
1671916986|-2055908418|-1378831866|1171606968|-449153093|-1167402572|2140523260|-402251214|-132249463|1347857949|1755231099|1225203771|713106680|340562221|-1935501226|-1729054684|821234057|-329032125|-1883133934|25.53|514.34|654.48|81.39|405.14|69.39|743.97|63.70|948.72|403.11|890.46|905.64|244.74|389.72|373.42|give|
1280124308|872184470|1385046206|351227724|676995575|289732719|-454524908|-1559505288|-1635014481|-1838647141|-1822910006|-1729165480|-452091688|2613116|503309920|-108066596|-1461511217|551912243|-802768001|842.62|567.64|947.60|127.35|735.37|76.54|491.82|910.43|201.36|603.64|449.36|53.90|417.86|832.23|472.19|table|
-1358299383|-871832706|-2005499179|-869957061|1632286941|817202398|-1257469509|-100099976|-26231618|1127801032|1784750943|346444279|635392164|-173593706|-298344994|1803414081|389493722|-278421572|-1074093243|984.06|396.35|786.92|636.29|394.06|269.33|287.66|305.66|249.77|210.78|401.95|722.32|205.57|603.85|356.60|role|
-1052055013|184468102|-262596871|-277648456|1813283826|899607738|587753693|-1702963252|-1292880760|-395827594|-63499858|-23656298|417679870|134666890|2135479628|2010026784|1775251528|-1818143315|1371877811|228.22|255.28|886.69|773.65|208.18|635.32|405.41|502.98|607.22|30.17|154.88|828.47|672.22|766.85|597.69|career|
-1635546350|-704782312|1379600758|302944604|20177598|-1637560741|-233009217|447133116|-975192852|-1972625170|-736667388|-603360954|1524220479|513215590|1743157749|-1450998569|13692675|-1076850784|1532059184|502.25|6.28|484.08|485.01|459.75|963.88|122.02|864.71|228.30|266.56|306.58|196.77|689.41|980.84|516.83|morning|
-1004244919|-1507406455|-1255666731|-2008158713|1500709831|-204312234|1227359097|800521017|-293932545|1954236160|1254068597|630650453|1817908843|-245595604|-1293853203|-826702718|1879667908|-1781535870|-632482129|820.03|29.70|192.15|892.81|137.19|936.63|160.16|997.56|869.83|546.49|323.00|493.14|133.10|886.66|114.64|between|
-40548863|-2015518403|729857143|665849943|-2996888|-2017749439|1500942117|40779796|-465995332|262821503|-113107573|1700198556|568222922|768844239|969498166|-829153723|1048231193|609190796|-1664744676|551.04|759.12|900.10|636.42|70.59|346.08|128.96|535.60|70.53|143.88|720.63|866.09|465.16|387.69|960.32|couple|
2072184261|1757640308|574741553|-983661970|-1813188148|134173106|-628873327|1131909556|-799442444|-964905990|-813053290|525078107|-392788307|-1076182810|170278676|-1086233168|-2101854543|-534158100|1690434708|121.88|142.54|207.78|216.71|25.48|213.93|684.48|310.70|721.83|685.71|22.64|644.09|892.14|827.26|372.12|son|
-1846051842|1192753366|-2045034621|-1636629170|-1438400827|-1042802372|1833172312|904614812|-1030591694|98908087|1197914919|-1428529537|-215860011|1111764392|2022565269|1814006068|-617049896|644408758|-1700792663|456.49|680.85|361.92|998.61|198.53|710.53|489.61|580.86|145.13|55.34|891.28|296.82|260.37|265.57|915.03|future|
-262249828|-912989520|-2137707130|174277379|-1102325899|-638574013|-1677518822|-797669714|14423049|-129389449|-707382699|-775264160|300776132|1548586606|844088657|-2114985827|-1005409215|441722394|-385657059|395.96|619.25|417.00|180.31|953.58|398.98|438.55|83.99|440.26|783.33|746.17|303.12|832.88|767.57|106.64|activity|
371607630|1925864064|269505136|1684406949|1598821752|1191782152|589358752|1760570835|1950270221|1460288394|-1113392639|-708702912|1423166772|-643448007|-1712642338|2086844224|-1015023258|-687206429|281599798|718.92|306.46|620.36|337.39|49.59|271.66|988.43|342.34|22.24|897.64|643.86|422.54|69.45|687.06|299.53|training|
144925561|-1999539426|-1665299559|-1734691790|-1711488251|-743224292|-1472288379|-1947866906|926517684|-726960363|1459741632|1071632733|-1354616733|-1964242020|-1312531091|1494806993|-664037212|852273679|-484040811|401.85|387.04|309.40|34.23|679.21|712.36|30.98|13.52|504.25|328.76|288.71|870.27|760.63|524.37|416.38|subject|
-1971200836|2104238387|-1458435062|312658681|523005221|-734271415|-1100590806|-1956668787|613878448|540993668|762730694|-2039690196|-1112780839|-1222075570|-206281369|1059684767|2090610471|1411280320|326820095|823.92|324.32|967.70|303.10|989.21|279.58|162.50|96.65|683.62|813.41|190.50|861.67|985.56|7.14|190.56|many|
-1201519818|-2025433081|-1207885594|-1839065576|-938961481|1711191430|1445581851|1914251674|15868582|382842986|-910622812|1269927502|1564667497|-1772552044|70493135|-29600857|-44492470|1824749594|-1151005962|82.37|254.44|143.58|112.83|409.80|817.51|928.88|358.67|709.58|514.34|30.10|267.45|797.50|355.06|244.63|teacher|
-1641403431|544161197|1477050582|158638169|281267020|374844647|-1605036665|-551827445|-218340969|107897716|-258975274|-983955670|-457255350|-655566177|798067614|1615240668|-722417903|872681937|1516647932|479.03|902.53|40.36|375.86|480.05|43.82|214.43|371.97|916.62|155.40|851.52|612.64|834.74|955.64|752.41|establish|
1600538444|-1032143959|1426086053|-1516334532|1577380741|919134581|-1801807576|-777372887|-1964311072|-1516000384|590315043|1555135246|1612670284|521344055|1503767305|1651392938|1328823002|1439706075|628958800|862.00|612.56|279.28|235.64|348.19|511.18|514.17|812.22|201.22|195.52|334.75|517.97|768.29|536.97|691.54|peace|
51951660|1862775968|-693317673|-654420199|-1588381469|-599338908|1458340002|-463978353|-26845694|-1956304118|325548388|-28757261|-343091301|-2420002|1779968567|-65572041|436166493|-1581179842|-458577303|744.16|464.99|47.75|359.33|335.27|519.39|890.69|92.47|465.79|621.07|553.54|574.32|578.71|568.44|658.92|trade|
1893361937|738580351|1645990229|-27236133|1451631518|1226486287|-1924809950|-787183814|-263240175|1455909987|1716761119|-445938450|2011944570|715043660|-169956952|-286974167|-1683585729|-121529813|-449207595|316.22|594.00|372.12|141.76|71.15|168.19|915.37|654.12|798.20|847.33|141.62|510.95|955.44|300.26|58.33|recently|
749088183|-297847927|1498910388|-1041332250|1134305378|-1973000156|-1623681852|-363552067|1099966656|-2077611926|1290247541|-962373279|-72659459|-706158430|1769239717|-22082784|1003593363|1822463357|347571338|583.99|751.99|68.86|222.72|368.54|770.63|369.48|468.93|289.57|415.07|453.55|236.50|784.91|81.88|624.85|go|
-72869637|-1330905618|-748847515|-626662265|-839840584|1347452341|-2050022948|-407626378|-971473428|-1466384499|695835699|-1467460938|-412182232|494218721|43045847|-694853097|-464427857|566519498|-1837331608|514.72|471.57|941.98|650.29|486.12|302.31|965.72|125.62|223.85|167.68|1.79|674.39|358.65|897.71|750.90|listen|
480659918|-1870825482|-2036942489|-785963530|-978890165|315191956|-1460997976|-1938817450|-2113637708|-2038228905|-710116144|1327781799|-1183995433|691821901|520379136|164257164|164353671|-737192151|1101681869|767.04|515.80|388.61|790.74|199.16|344.75|994.89|966.64|541.67|636.15|162.52|812.39|311.93|877.27|521.21|forget|
241093592|1310696568|-458991060|1231397457|1695126506|642491461|-1353987763|344627506|-253817087|802221797|-1868550778|-570522672|508939242|249962769|-1028323097|340934270|723203654|-234031559|1374590180|275.54|908.22|78.18|459.45|252.80|819.76|111.19|342.85|105.07|924.43|652.21|998.33|15.42|297.72|962.21|five|
-742199102|-937193093|-493887934|405914017|1058855341|-730772528|784573866|2045856640|-1021294000|50089043|-606412653|-1746021206|1330218512|336404638|-1339935297|-394787364|-1253686375|-1284586997|954748322|503.41|854.30|570.44|421.01|176.40|150.13|817.23|189.43|641.79|25.61|963.13|889.82|254.74|774.35|598.37|drive|
-90287238|394457804|-1177040212|-1541076436|1014272468|1883557454|1369204852|-603898594|-112457169|-579389453|-1281309207|1405351381|-1583394700|1918330937|-2003351349|-847599638|-9831707|-1283311609|2014307278|413.87|361.37|231.45|514.30|592.06|364.60|643.06|839.35|444.89|387.46|65.91|329.31|692.73|240.34|748.74|project|
-119420593|-1240064231|568864581|1476427851|1323904232|1444000133|680062219|1347684084|1020073589|1246341427|783376333|464811606|2077619463|-1548985685|-1347043414|-230685772|-1064056752|2145649651|1351158361|185.41|733.24|622.63|755.23|408.42|512.14|591.55|776.69|143.87|264.86|315.30|210.73|820.58|627.92|265.93|country|
1183657720|-530522521|-911641360|-669973986|-1556929969|1689510476|358942310|-1703894802|-1178858591|457779334|403354934|123259588|1491310103|1683156036|-695167355|183113223|-1605956156|-1451572300|-1100675636|118.44|506.58|5.37|214.99|840.48|586.34|546.62|914.69|288.56|359.92|731.52|537.74|567.97|38.65|322.11|generation|
823595627|1346658934|1453400546|-365732529|-513345939|-433866970|1865253855|236079378|113873616|-1523425714|-1366501094|-468063503|1320142023|954918651|761423979|-1965839734|-623302918|1269320849|-1774836162|237.48|999.54|100.14|227.16|874.81|552.98|945.88|648.87|866.86|191.14|905.92|727.13|486.47|854.98|908.49|article|
2023964985|-245905143|1563097583|-1571517456|260029621|-38641853|581780780|-1130408043|959449538|1942576507|993958466|-1834257443|-1027247741|293248770|1287160714|-1530675540|2135213705|-1245983236|204453450|941.91|337.92|672.15|184.06|973.77|373.64|282.70|168.62|395.65|788.81|603.77|390.65|849.72|57.79|336.14|so|
1074624266|-2005806434|747168331|-425868891|1632019385|1988610648|1153074575|341494552|-1177357577|-722140488|-165145947|-526536655|-1804428805|1098074066|-1294368342|306612979|-365766345|-838667934|-264639790|540.33|11.63|868.61|370.68|106.87|332.51|613.35|313.65|843.32|288.60|627.07|958.67|343.47|990.91|116.73|test|
1662254175|-253802818|839484129|915136391|1786794223|254653480|466971973|630748820|-804866265|-1192419831|150744088|1459336980|-720301346|-2085401284|-1751238372|-2133254997|70369382|2145664447|-1656999490|184.79|185.99|93.28|22.68|987.48|696.97|685.10|173.68|842.15|82.12|411.58|753.57|475.79|564.26|390.47|job|
-44021037|-439433348|1511519792|441841682|2102330147|-37980309|-32080848|1388016144|489515995|-570804558|-136935925|-218331561|-1093806790|1028259726|-1016556588|-1625454974|-1790905935|302355524|-1316619493|146.60|215.29|975.31|945.19|912.94|741.39|989.43|28.30|820.09|853.92|618.95|40.22|169.65|63.60|769.57|professional|
-2077598370|-1414148482|-1277799524|174129702|206507689|1217520323|443322348|-237239744|-343445738|211372344|1929748155|-1965938765|-928705511|-543154522|-473750793|-1492597965|1495873128|1864199446|167150001|53.40|403.84|441.07|765.22|565.90|370.86|218.77|968.50|83.22|509.86|401.61|320.57|907.98|203.38|465.18|make|
1976901806|-1692170908|-503928513|-639736766|196056909|-1751962076|-511318768|-1568181575|-1865819083|-974509674|-294541470|1471546901|818976703|1792229208|612366399|-147100849|2094806692|-403783194|1137708119|456.98|484.88|117.15|514.54|564.36|396.34|305.60|162.71|428.86|735.26|182.19|328.62|366.87|609.29|508.54|develop|
1811205936|-1403773198|936319058|661501434|-1785669803|1117766944|-792838293|846181073|379682804|837260410|-517007717|899573047|-688519038|-143895025|-2140613961|-2030803940|-2090128917|1827440172|-12208655|809.57|934.14|513.05|420.15|63.12|732.19|69.43|709.69|228.68|637.12|266.16|546.62|231.08|68.46|77.55|name|
889945293|-685492060|1427723185|-1382898008|-1821158208|-1445599693|-215083139|-735788499|47370849|-1256514447|1732888375|-1089120727|929245070|-901184162|-312814946|-1387850658|164117908|1920525682|-1039612045|951.17|477.23|105.30|278.18|40.44|607.35|982.66|658.47|970.02|492.32|515.84|42.54|806.08|727.51|653.42|as|
283467422|1705896629|-498965002|141359061|109153696|-1492901014|-923372835|-404739280|1906435147|-650534578|2073905071|1297312821|1951091842|-1414163880|-477329444|703872312|769597450|1059954325|1830988243|480.73|578.71|960.35|441.14|722.91|937.70|196.38|418.56|669.52|727.90|634.29|254.35|151.44|800.72|652.76|effort|
86203622|-890099024|844965025|-1183784841|1220193788|-168537459|-1648107022|-1658347816|-1140217103|965972414|706697238|1114921815|1489436414|570521408|-2024032019|506801278|1181216391|-87425336|-1914478299|743.17|687.71|867.95|280.57|434.99|712.11|906.14|998.79|291.40|612.99|320.28|717.25|258.16|378.55|995.11|term|
-927743946|922549957|-885875021|1511687567|1865956228|-671562652|505126282|-780544685|-166265817|1142748693|-1818483112|995735344|-257907127|-105307807|-913961094|-2006758826|1839752611|-1964621739|15148740|404.11|374.78|226.71|817.90|886.16|75.14|556.83|371.08|325.36|135.03|563.25|102.56|546.59|768.51|354.33|film|
-705213550|710625426|-1907532887|-540972967|620372858|-848912383|-967936341|-501609851|-653222223|-416785525|-1900039149|571718088|-1294471882|-136516388|-1324021367|-639492665|1893929570|24491489|-787994888|982.71|37.29|723.86|494.93|114.13|672.16|406.76|372.51|756.19|790.65|888.40|875.00|325.28|885.94|954.01|increase|
878156640|1670962002|-1649075761|811855712|-1627507358|-976867184|-947325843|970199922|1104990487|1932450189|1712473500|1222666770|1206522702|645817730|2133059885|-575535825|1593099507|903527706|-463135575|882.92|38.96|81.24|235.01|382.73|294.94|191.09|743.21|302.57|548.98|249.85|229.92|42.65|729.24|320.74|cut|
1004043946|616239670|-593279479|-787809464|-423872440|191685644|275271760|453131092|-1701924603|1417651073|1095324432|14247660|-927703228|-1657911533|-2141070633|1990212511|-1325622722|-1126880990|-268624878|398.36|188.97|894.29|562.80|281.93|711.67|713.86|796.68|182.45|239.89|412.89|202.80|902.96|755.76|392.81|resource|
1697302446|1321802664|-503703254|1191389151|1178431942|797182945|489204187|-592873875|-1657664135|2083881694|-648757281|-32275566|260967546|1365634249|2084069521|499045857|2042665944|2031085121|1168563822|493.57|679.90|953.46|624.37|410.71|29.40|760.65|993.67|351.94|547.89|225.65|336.43|672.27|702.06|919.09|low|
-298600387|-295494686|69177939|183607525|820818222|2060799109|-1513448568|144464088|1488617708|-604751438|-459318434|1465435805|100920369|-1461374547|1477267622|1904705293|-762215682|-1115019698|91661902|912.54|205.28|280.83|553.04|123.84|403.53|433.53|509.00|415.33|987.93|552.08|689.01|40.35|169.92|550.57|color|
