2064758808|2108933716|-1944152724|-605879033|2119289707|707210288|506698091|1098774072|-555116451|779189237|-1895654776|1006562499|1972492257|-2038804053|-672093907|32.77|698.74|117.11|809.44|117.82|342.71|475.96|286.20|672.00|huge|
-1067720325|-397161986|331199358|-1925606866|-1183451408|-1293297446|-907400079|967392748|998063654|-734312275|1189073579|1862232967|1926395932|-546520773|745727558|484.10|486.59|192.10|814.96|963.98|991.83|870.80|686.59|198.22|work|
1193775370|798289174|1393349100|-1690662599|1058291129|-1077601073|-1311356261|220436029|-191489829|-153176696|-187879189|699974689|-844922084|-2137740830|-450287203|316.19|207.55|272.21|735.25|230.32|913.08|546.17|284.65|445.34|door|
-970497338|237057311|-1315716936|303771790|1154270685|-1592257853|-1287742918|357431863|1518225082|231833456|1380630047|-69609431|1538356516|-2039492272|-207152618|576.67|386.14|95.06|570.05|33.19|3.66|608.03|35.58|394.86|civil|
-1089941925|1397931744|577247624|-225201480|-527286948|1980774120|1040154216|-29201923|-707497450|-494800650|-2057794556|-1602641719|-261236452|870540554|1761499763|869.23|938.39|349.64|98.78|628.83|484.35|770.39|926.53|188.59|long|
210614028|-590882958|1813633459|-2082089875|-84442473|-1697034730|-1793186142|-1000448902|-774027359|-277919953|1956616420|241533377|374962335|-626278997|-1539614241|986.61|578.49|506.33|492.48|959.80|220.95|848.25|573.33|542.71|color|
-1194554198|-1462470526|-482069133|1141807770|334669939|-1971032343|1432362141|-2046701651|-500294777|1309244735|-1780823470|-95666972|2037289447|-1976231222|1950371152|807.99|943.27|81.27|601.80|479.88|948.07|658.90|777.82|493.49|less|
-1965843880|-91225490|-1828549009|1399365637|-895874373|772906159|2040137803|-701640935|1927115929|1222379656|490887234|950684314|1429655436|1005105816|197257382|884.82|227.41|120.17|691.12|67.63|919.14|620.00|60.61|482.91|no|
-587014161|-1308369648|1380085809|-1058288438|-1806933458|73597592|955044978|-573639016|-1139279364|1523666079|-851670303|1974270514|-1027757052|-450646319|-1918987426|799.18|724.11|792.53|224.47|144.19|259.99|688.25|79.46|688.64|here|
-690277266|-132367845|678411186|-1292418938|2074391919|164883298|-1945447132|2016641627|1404690071|1592023333|-125678708|-488521300|-17978641|728051376|1236821323|368.65|379.73|898.38|165.82|376.07|758.40|952.57|592.67|941.96|try|
-191612538|-1361178795|-1704130499|-202245869|-1907288887|-1363761016|-618591471|784961162|-767748245|586885663|589683089|458072371|-965823439|695802306|1803939781|538.97|762.61|609.22|689.79|835.88|118.60|722.97|650.51|673.42|such|
-1190878699|1186646836|1100751975|1772464192|1604818387|-242205355|742111375|1030772881|1817317059|-1930852571|1475993233|1199300268|2044326655|644567410|1530882769|243.07|694.09|143.45|938.33|670.24|538.43|720.21|234.07|316.32|example|
1882574585|-899165340|302624144|2137568374|-1196835338|1548497810|110727679|239981511|269221356|-735885774|-13545587|-2105926674|-1157406120|510387615|1822401328|447.88|875.38|97.55|296.39|197.02|885.16|531.83|270.39|256.70|everyone|
-1278711815|-1879199745|1635466106|-1952546109|1343707558|720905315|-767929725|1974708609|-2127207886|1093117604|-768006115|-794434302|1526309885|-2080362566|824455791|344.32|430.74|908.70|626.80|416.54|748.79|871.01|369.15|940.55|less|
-102503201|-1458126727|-116049635|152908088|-1674085272|-2130493876|735177308|-46271854|1560268337|1520979389|-485577928|-76903787|1583856315|-1500144366|4599423|285.27|99.86|74.40|660.98|72.35|454.33|662.79|137.92|808.88|become|
-592481920|1855620002|-301186841|-85844626|-376777236|189620734|-332168189|-1132767102|-473111006|-1867524613|1820212894|-1997942361|511567499|364387846|1078314618|829.56|402.12|573.11|95.87|594.23|249.45|607.99|958.72|566.17|agent|
1263734221|-1163795210|422554417|-1310824033|-1197556591|1456374588|-2142906759|1912810348|-107745054|258459060|986913886|143476032|883591570|-639037076|38948814|367.38|116.33|482.39|472.85|339.33|857.01|742.80|418.98|919.90|son|
1626194887|-705849364|-94055734|923799610|749514410|583213076|1049426639|1403465674|-1235349945|-1640820394|-101765565|794897771|286719158|-717116578|-324970429|795.44|86.94|30.68|630.38|792.51|964.28|284.12|861.97|488.59|them|
188072000|917982246|-862734987|-1556391706|-1602449569|-1644629062|-1151506674|-972167310|-181157444|1996104720|1716200621|472820527|-150093362|-1098597447|910825222|988.01|789.76|71.98|164.07|620.51|62.10|82.87|326.19|556.96|find|
-472329071|-562438962|-1553012088|-487606723|1331235870|225126384|-339134524|765279605|-1544495673|1814400026|-512479180|952431138|40015037|1514158118|1735676522|118.91|364.10|732.16|865.38|587.17|314.20|464.19|125.27|35.76|may|
300895617|-780083712|1669746928|1164940506|707736715|2105745496|-1569561985|1544475408|-1458112261|-1393063071|1300088939|2132992158|-402128295|-756499680|-866568070|741.37|344.57|470.27|368.01|392.74|223.00|681.47|848.76|694.32|perform|
500032315|-1308574558|-636275207|-2068821159|-1362671554|1253382498|-131672272|739945870|508064314|190498604|114593755|-1886555919|-140778917|-2080290422|-1309703162|890.64|785.08|606.46|862.00|810.67|81.24|482.37|197.49|763.16|hope|
-463224461|328762426|2043084975|1132911353|-1107967472|2086735282|-266759778|1170108207|-377477492|1195066586|-1254621490|1779379399|1149151741|-997252595|-1176061314|262.48|67.77|291.57|652.02|543.17|724.72|593.48|761.07|568.11|line|
-1960271778|-914161312|814270755|542250068|1261630583|766971788|-411171043|-1069724994|-463631171|-1352859049|-122185333|-1672104545|1713585340|1862843682|-201361289|54.49|669.95|957.31|283.85|736.90|334.60|227.82|364.39|942.28|wish|
-656379766|1117843332|-1271997630|1866938273|974820726|-811273688|552884323|464102308|1979423045|-1068179919|-349870473|-744491813|-918045871|-134051198|467991746|291.01|766.82|277.67|124.53|747.45|235.81|985.56|137.25|143.90|knowledge|
-322591654|1844156386|-177519130|1827370721|873899930|-1789647161|-1961087362|-270165477|-2143786344|1681901910|-74742145|-417441573|420240572|661739892|-164628499|239.06|28.90|5.11|654.18|930.83|751.11|605.59|648.38|213.26|itself|
-339342791|-75159597|-1098721127|-2072479928|472528869|-1882381131|210306502|1914299043|-1716231965|-793097102|1730771641|282308891|-1961931506|-704515472|1670446814|900.70|457.68|720.36|738.86|823.23|241.04|144.35|715.29|933.77|remember|
2094918703|-2136481923|401372663|2145662143|-260938753|1573787506|-291452620|-1705368885|-650736466|-2141870887|1064234042|-1286324488|-370464893|746743961|-386534099|472.18|370.20|714.92|653.56|683.26|984.16|783.87|800.07|201.11|still|
-1949255168|2058412181|-825837428|-153859082|-1950618209|-536639674|1980433025|1462185193|-1088028290|601072181|633504584|-1421173286|-1896905083|-1132288142|-680193038|547.11|35.89|557.96|906.02|480.53|823.60|473.95|615.88|607.06|knowledge|
-1110056922|1473338132|-1491956413|-1323506955|-711563563|-1187791524|727806938|1420179243|49986159|-345619844|-700523330|237573419|-2041493521|1032293182|1616784474|737.48|420.66|115.78|605.07|940.86|709.23|198.68|143.26|269.20|matter|
166311355|1880894865|-566706126|-489805081|708346252|840586653|-451870877|-1024601829|-600365243|2000160898|-658619232|-147054997|-183296572|-1439902946|1913119436|360.41|556.83|709.79|820.61|818.36|367.38|9.33|695.45|314.43|real|
-2109905949|111324928|358618957|828577478|-1714773309|-1929405774|385001119|800392522|1575878802|857643434|-394031428|1930052479|-317172856|1129594156|-1161516223|261.74|321.18|950.12|62.20|361.81|520.70|763.14|794.11|67.37|attack|
296870014|-2011781395|-1429130938|-695887359|1546676264|-1017587473|-1943669077|-1026891906|-1203738005|1720360739|-1244464|-330831249|1453776352|806144324|924787337|65.27|296.87|774.97|415.44|29.14|785.74|289.89|458.56|508.92|pretty|
137896893|-1550995210|597626788|1852011859|-422090285|1925176809|-1068890914|-672383174|-1362894166|-202126284|-339053938|-1425910968|-333114100|-1576363702|-736967964|486.30|233.95|824.80|257.29|608.90|731.18|952.88|384.97|516.55|work|
-611200907|1614709014|571715092|967122571|-1510513533|1627827848|-1479206228|-1760365435|-1887630963|-857173188|-245799053|-602703610|-1328619310|-190378060|-1567503222|342.40|101.72|205.57|646.82|358.33|135.35|741.44|994.34|505.85|end|
-1370427819|-131103754|1405923332|108748943|861329798|840390877|-822225672|-1525405111|-438626090|-167949551|-476805514|1005335083|939071957|1158227911|1674155556|221.55|109.97|533.77|561.23|919.12|528.46|965.28|100.64|349.01|experience|
-1695321642|-620021151|-2113315277|-165258119|-849310552|-2067387275|638858933|1962466849|-1147330705|-956202553|-1272249463|-1262918225|1656075676|-1640399739|714682128|936.56|199.66|460.52|873.64|946.05|968.08|208.31|412.58|986.04|various|
-721404670|1678270606|913808607|-1480611572|-1176628000|-571138527|500521279|851635500|-1619539370|-1969738708|-1128680519|1750059293|977040813|-1126927774|2030237907|445.03|853.99|323.64|929.18|672.23|613.77|136.09|199.01|170.21|hope|
2199221|1056448037|-339133051|-730921209|1007330654|1748148848|1342406390|989110389|-1527389464|199002778|-586656352|1016053055|-1538210612|-769277148|494394962|451.81|994.00|123.07|124.62|205.21|925.09|50.83|508.59|649.54|relationship|
-928076310|-1009587802|914167|-1628625531|805708588|-1308644566|118289711|-718992526|2010681448|-674359774|-1920630949|-1899113923|1931823533|2006438501|-125322179|246.54|82.14|19.89|5.38|557.79|675.05|875.68|318.18|786.10|southern|
1383924150|891834665|1732099730|1533507301|-766993801|243995729|-295507063|-694095637|560129161|-1912330128|170759103|-1225298671|924281025|363572623|778395659|428.13|200.63|836.36|58.86|73.72|560.61|371.20|620.42|676.24|nor|
1466908319|-832481802|12701947|346830066|-1199719000|1661081225|-779991279|-1127623412|1408538759|440232565|-1873306817|-632129517|-2030771784|880131231|1722931009|981.75|245.55|243.58|878.81|844.04|988.99|326.56|516.30|95.39|girl|
-1825387580|22615658|-1240920617|-1702929623|-391104876|1829240563|-959362424|-937878317|1312687482|-47507225|453280255|938677183|-9057692|635610927|-993386154|441.67|955.35|284.76|624.38|648.20|416.92|211.20|188.18|611.91|down|
-1497251871|-515588921|378684532|128188206|-306646994|1970557839|434225874|-462880748|1067466098|1691313284|-570387363|285071144|1329646594|-271858256|69023595|766.85|36.19|619.10|498.39|856.93|482.98|148.73|289.89|885.31|use|
-1675411222|-1436477941|-235009780|-1565900305|-1483478739|-93609491|2123075321|333538782|1625274622|-1745863827|-1230332407|-95854319|608750969|867560743|1725029852|78.84|448.79|436.80|584.66|42.50|812.44|306.28|22.96|374.79|easy|
978540866|1870235630|-2005108834|2131310984|2005757786|-976294059|639173118|689914661|-42998338|-1520417496|-1805150891|430187079|1883341043|-181386689|-1791857069|443.22|709.43|98.95|290.25|355.57|26.44|740.93|610.43|199.39|light|
-1935875258|-1146226124|-1054104474|1289280095|-643426199|1927204645|683758380|1653610807|1157304570|938316232|-325520567|1369459539|-871757513|2035222727|1994899519|588.20|318.24|253.61|268.92|204.33|678.97|778.66|141.13|152.15|my|
-1472953158|1045371230|799171379|1172807019|-1062155019|-2091245777|-1852577738|-1341258026|594252849|1371484959|823233383|40233473|1281701403|994744596|1465610167|313.59|954.89|5.44|861.83|701.49|648.10|362.83|45.17|238.33|huge|
-1108903678|-448505773|1594817050|-366102174|468803997|-731279635|-1143695966|-409974006|2079713459|-859847693|-461248742|1229681673|-998882832|588107325|128347245|167.97|17.19|970.74|549.23|305.75|539.67|931.13|924.03|4.35|decide|
381294478|-1122252062|-1076335078|-590678992|-1808325985|1488002675|-1846820195|455708137|1307232418|-1640201429|-636787126|1988405348|1221939676|-685928375|-1010125914|279.78|697.73|282.37|177.29|379.06|39.11|631.75|777.34|142.53|material|
-711658416|-958594068|1555976347|254319562|313280816|1667609903|-1374827814|1713105393|1630284081|692959484|-798902073|-407438326|-1627907941|1716087627|1648488680|887.14|545.42|14.19|565.56|557.62|243.38|773.51|528.22|24.95|something|
1115318648|-1767186636|657349945|749492072|1545578141|1070454154|-47033861|-1652366473|732124640|1807580058|1910010341|-1852020668|1805711109|1598089467|-649102279|715.26|949.62|466.34|551.06|612.52|691.43|581.46|874.52|781.62|force|
477874687|1943342002|-1621164780|725734707|-1055118638|-1836135466|1137035941|-1210096285|2037639411|-201610824|2076453723|-1450924269|-2091111521|-1598198456|452116259|598.95|365.20|56.65|664.16|333.69|648.74|666.99|269.05|144.70|through|
-420597341|-1278206140|-935709773|809706654|-863393543|181478005|2119935403|-1757152847|-1210537825|1167822546|-1021038680|2011642355|1017063914|1759363659|-138318279|101.07|202.93|906.59|305.37|350.90|35.23|836.46|624.97|296.66|low|
-1884909371|244745840|632020478|-1854628329|411237105|1811521953|1147035535|2039393522|63682868|151460157|-1563681915|-1801497252|-2060937926|243488754|-271132451|9.50|590.67|155.18|682.98|707.62|347.33|623.65|3.16|514.08|too|
1720933008|1768676806|1652485070|-11634322|-478603050|1782822416|-2020401439|-960883312|336743457|1598744692|597082980|920448198|1527394190|-681594829|-1002364482|362.55|943.93|392.48|508.30|345.07|951.20|686.78|669.45|918.26|foot|
132691020|-64842975|-1103890050|1110370919|1691514631|-211049616|-291020235|1087035144|-99102880|1257932682|2026586712|1833603352|-2099542945|-495027522|-198532254|71.68|362.62|380.05|636.21|591.97|315.76|787.92|453.43|53.10|skin|
-478463256|344082655|21971810|-279204752|1633738727|-1366654326|207799614|703077710|242893081|-925506826|-277724446|186843046|-1284431283|-1239149695|1037545487|94.40|756.33|497.12|838.69|523.00|952.96|722.11|730.99|284.80|near|
426327207|1567762652|806515557|-1594218079|2026966095|-1333949556|1229818851|-1585926493|538459729|-1043831778|679619784|-1808541704|1866950289|1477604612|1849794241|735.97|368.48|748.09|988.93|277.32|645.37|576.22|375.66|28.84|security|
1204301454|-1436346374|-151197816|1592187151|-2044984183|311709204|-1122486407|-241483764|-1331088176|-22589531|-1453304079|805004819|-859504464|206100634|-1082384496|181.56|621.78|811.39|603.36|969.52|74.21|506.31|756.69|96.96|maintain|
-1434214649|-1426105673|-1048467604|50360473|2087482323|-516159771|404370013|1920281182|927372481|2117178439|-423547591|2026692787|-59400439|1975504454|-1934722539|55.96|732.48|436.67|542.03|541.21|111.66|738.93|588.39|997.22|action|
-796124827|1394744440|-1202810892|-605730236|1289504995|1922321680|1551451588|-1029389347|29739775|-2143329085|156848914|1170865525|-147636182|1191938175|-1488778112|564.23|102.41|495.64|733.29|857.46|713.89|927.10|289.22|540.00|affect|
-1861370877|994537320|1699294967|1061110730|-103379862|577866008|-411255863|360660864|208660010|633740081|-1646483648|292634170|-1392641641|-780311473|1581616153|568.51|188.49|890.80|947.13|853.71|506.85|315.46|841.31|575.87|consider|
1268268020|1668869312|-1291721913|-1945509500|-316835090|-1748673613|1310923394|253035652|-1419031110|511304856|685576050|989936707|256746628|-1680399877|-247832|976.91|867.78|934.80|328.60|150.50|809.78|252.67|420.37|540.45|sign|
839144390|1899466174|1069267873|-915177108|278261138|1383787881|33820477|21370948|-754774963|-476252364|1660739248|987317149|-636204098|-426615866|1076931455|937.38|202.78|458.51|875.13|701.84|915.03|301.40|623.63|62.52|young|
-1364278909|-1199487354|-861126396|-1263233778|242992522|1269581432|-1618083616|-1630141232|1200998024|-275387243|988771048|148628233|2525760|329539584|-1889074466|271.51|441.98|927.34|664.64|632.90|919.53|396.31|756.23|492.88|fish|
1826727183|415545746|-1438757320|708348465|-1213275961|1272895895|395463778|670914470|-1921266572|1019827945|-1420962729|-454922500|-122750239|1259456382|-1133605900|97.20|476.85|409.03|370.42|352.94|398.37|892.26|926.90|170.38|significant|
1375569120|-1624162105|370054196|1680763954|556334822|267797271|899949915|210212456|2048739968|2057828003|-280786773|1964140546|878546152|1729388791|-1168721548|605.85|478.32|652.65|435.93|401.97|85.85|793.95|384.28|789.04|left|
-1788304546|439126796|1593363546|135253186|192113975|2006375690|665541343|1921543329|61460115|-1786842933|-506521812|1921240954|229435331|117474532|-886443909|941.59|917.59|322.30|464.52|765.49|75.56|127.97|607.04|677.46|magazine|
478741833|2006094869|-644440524|322818385|123654172|-2032720144|1919770291|-464881582|1958636394|1901143720|-957471967|-103989004|-138018738|-127663228|605561682|608.38|260.18|836.88|580.36|912.18|549.01|32.00|423.28|304.71|right|
869412014|1044430424|1759733645|-2044241424|-145035009|-1626753358|141017899|-26392453|-362701553|1221577998|1164263507|1389149849|-1319924465|105785325|-1345813047|866.28|670.17|189.13|195.10|243.14|989.26|186.88|250.57|171.57|child|
1632383874|-1934490018|1232742962|1860559190|2092919712|-1387848949|1846022371|-3157856|-11548639|571486228|-77464767|33293585|1078375541|957375531|-904200886|75.15|836.66|251.10|111.52|44.94|809.13|154.75|930.34|553.49|allow|
443190830|13966855|1733141199|-1972974047|-1634763936|240052153|-1050432916|26904026|1513620390|-6466389|-1135914773|1615111712|-1118569703|1257836596|-1555321256|39.69|87.41|715.75|400.95|979.16|199.12|60.56|588.64|4.38|idea|
-1945735247|532058006|-1615383542|996615313|-46466626|386240064|-2101588728|-860257872|-1033539871|-770553058|-1508351660|-60492333|-385444680|2063747431|-1335013256|682.76|967.18|422.38|641.97|317.36|218.08|631.29|51.72|165.47|clear|
-580546091|-1329550231|-973629763|-467282876|-1430734082|-830076404|992361017|615864849|905426328|-980625472|-1686427347|-1321485019|-473529040|-847248171|1606543534|985.03|537.64|998.16|919.65|995.27|656.69|215.66|154.31|376.67|talk|
-1754464115|-786269958|-1472213697|-1539631661|-1498155681|-85541507|1218615145|46110112|-2002491861|1755582547|-1088046042|153795496|-554918139|-698500355|-1978511795|307.84|924.06|807.84|614.14|873.01|814.44|778.78|578.32|505.71|property|
-1237758961|830882005|-342404683|-246447608|-1015342382|820592533|1499781336|2141219672|-500509456|533982652|-700518543|361380899|1231332300|495975701|1282488443|89.07|453.75|730.77|236.08|451.16|399.62|10.35|897.61|204.22|attention|
-875894563|1889407173|-162127602|511912811|142109845|1939857276|1363950738|-853434805|-269830980|-1182646601|1515150826|911791843|-1375861438|-805520333|-809496041|286.62|658.39|634.68|827.36|972.93|359.61|996.03|888.83|84.38|interview|
-1031290612|-1390120944|1300941896|-12285871|-1112123018|-150201630|-1760851525|1364890161|-1964165638|857247055|1821277425|-422660867|314156059|771325493|247432988|107.07|623.23|656.39|655.76|901.34|721.93|191.61|838.47|104.03|develop|
2082302796|-566994679|657254268|1076223538|1227518776|778676779|-1642911114|-1285026580|-810249941|-1785740873|-1650316479|1181015544|-1618993772|-1433144789|1874825795|987.05|267.48|609.25|692.54|910.56|583.00|542.74|837.78|25.24|you|
-1301970725|-436734083|1176803059|1529273817|1202918527|1292215313|-380412377|2089203495|1858586296|-204996701|-1431155695|2084090254|-1475021425|2112363391|-195052750|543.30|188.31|351.54|856.10|310.02|629.75|28.62|648.49|399.29|dark|
-651525722|-2138607630|1406356406|-1899742025|463788323|58531942|-2073239135|-1167545825|1706645335|-1627036265|693950698|28043111|2020346432|1447158575|1413058260|562.86|984.18|505.99|554.61|632.36|538.29|8.55|847.12|646.16|hour|
1791240176|-250571394|1052034375|1094036784|-1413690447|1979140543|-1616319393|1100660956|1594203289|-1539566801|133021516|-1040992996|552047134|1155460470|-168890060|256.45|418.37|210.84|910.61|439.68|846.00|138.64|995.97|392.50|similar|
677248287|-251259813|502957612|-833877030|-356010681|-419774130|-899530464|2055416845|-636339141|421714195|-1116174114|-324807267|-881100621|1729629770|-510444197|856.36|318.69|895.68|522.99|342.71|745.81|724.14|389.72|801.48|wait|
-2098683252|1932571180|663028682|-1109738388|-33899818|-710170987|-2117501350|1460106144|429486445|639940200|1778079537|1739719629|-1431109361|2096077785|-1481603956|345.06|867.80|645.63|231.96|76.41|712.32|652.06|333.07|721.15|even|
545455354|-1296582951|1158788441|1710493041|1832421490|711011439|751055778|-1490500523|-1499649255|-1656663243|-116058229|-145363974|1479635784|966818685|-1399665418|329.60|921.23|748.67|640.45|652.13|97.25|9.36|379.98|939.05|most|
-1325345036|402357478|654745626|1901889606|-1983543154|1811189962|1260020600|1375234283|737841480|-587706600|1953184978|1871526871|33605680|847507892|539425443|623.97|763.80|170.94|110.57|413.63|370.81|276.69|96.19|744.02|huge|
